Date,Instrument,Price Close
2005-11-15,.SKEWX,120.09
2005-11-16,.SKEWX,125.41
2005-11-17,.SKEWX,123.13
2005-11-18,.SKEWX,129.47
2005-11-21,.SKEWX,125.08
2005-11-22,.SKEWX,122.0
2005-11-23,.SKEWX,123.31
2005-11-23,.SKEWX,123.31
2005-11-25,.SKEWX,114.92
2005-11-28,.SKEWX,120.22
2005-11-29,.SKEWX,120.69
2005-11-30,.SKEWX,114.81
2005-12-01,.SKEWX,123.16
2005-12-02,.SKEWX,123.75
2005-12-05,.SKEWX,122.8
2005-12-06,.SKEWX,117.12
2005-12-07,.SKEWX,121.98
2005-12-08,.SKEWX,122.91
2005-12-09,.SKEWX,121.45
2005-12-12,.SKEWX,119.42
2005-12-13,.SKEWX,128.59
2005-12-14,.SKEWX,119.26
2005-12-15,.SKEWX,124.63
2005-12-16,.SKEWX,120.8
2005-12-19,.SKEWX,120.07
2005-12-20,.SKEWX,122.6
2005-12-21,.SKEWX,117.88
2005-12-22,.SKEWX,118.81
2005-12-23,.SKEWX,120.14
2005-12-23,.SKEWX,120.14
2005-12-27,.SKEWX,115.3
2005-12-28,.SKEWX,115.27
2005-12-29,.SKEWX,115.78
2005-12-30,.SKEWX,113.0
2005-12-30,.SKEWX,113.0
2006-01-03,.SKEWX,114.0
2006-01-04,.SKEWX,114.08
2006-01-05,.SKEWX,113.75
2006-01-06,.SKEWX,117.3
2006-01-09,.SKEWX,115.09
2006-01-10,.SKEWX,116.79
2006-01-11,.SKEWX,119.5
2006-01-12,.SKEWX,118.62
2006-01-13,.SKEWX,119.14
2006-01-13,.SKEWX,119.14
2006-01-17,.SKEWX,115.04
2006-01-18,.SKEWX,115.02
2006-01-19,.SKEWX,117.55
2006-01-20,.SKEWX,123.55
2006-01-23,.SKEWX,126.59
2006-01-24,.SKEWX,128.73
2006-01-25,.SKEWX,123.06
2006-01-26,.SKEWX,126.34
2006-01-27,.SKEWX,127.59
2006-01-30,.SKEWX,120.13
2006-01-31,.SKEWX,120.99
2006-02-01,.SKEWX,117.8
2006-02-02,.SKEWX,116.98
2006-02-03,.SKEWX,116.84
2006-02-06,.SKEWX,119.37
2006-02-07,.SKEWX,116.92
2006-02-08,.SKEWX,119.49
2006-02-09,.SKEWX,119.31
2006-02-10,.SKEWX,120.19
2006-02-13,.SKEWX,120.7
2006-02-14,.SKEWX,119.3
2006-02-15,.SKEWX,126.44
2006-02-16,.SKEWX,128.99
2006-02-17,.SKEWX,133.88
2006-02-17,.SKEWX,133.88
2006-02-21,.SKEWX,128.57
2006-02-22,.SKEWX,130.03
2006-02-23,.SKEWX,127.08
2006-02-24,.SKEWX,128.56
2006-02-27,.SKEWX,123.53
2006-02-28,.SKEWX,124.61
2006-03-01,.SKEWX,124.25
2006-03-02,.SKEWX,123.3
2006-03-03,.SKEWX,121.87
2006-03-06,.SKEWX,116.6
2006-03-07,.SKEWX,116.21
2006-03-08,.SKEWX,117.21
2006-03-09,.SKEWX,114.2
2006-03-10,.SKEWX,116.21
2006-03-13,.SKEWX,116.54
2006-03-14,.SKEWX,114.43
2006-03-15,.SKEWX,119.12
2006-03-16,.SKEWX,142.02
2006-03-17,.SKEWX,130.06
2006-03-20,.SKEWX,124.39
2006-03-21,.SKEWX,120.69
2006-03-22,.SKEWX,121.7
2006-03-23,.SKEWX,119.23
2006-03-24,.SKEWX,124.34
2006-03-27,.SKEWX,118.23
2006-03-28,.SKEWX,118.71
2006-03-29,.SKEWX,117.94
2006-03-30,.SKEWX,116.77
2006-03-31,.SKEWX,115.72
2006-04-03,.SKEWX,115.48
2006-04-04,.SKEWX,117.06
2006-04-05,.SKEWX,117.1
2006-04-06,.SKEWX,118.03
2006-04-07,.SKEWX,115.7
2006-04-10,.SKEWX,116.51
2006-04-11,.SKEWX,113.56
2006-04-12,.SKEWX,115.71
2006-04-13,.SKEWX,117.99
2006-04-13,.SKEWX,117.99
2006-04-17,.SKEWX,113.56
2006-04-18,.SKEWX,116.74
2006-04-19,.SKEWX,121.7
2006-04-20,.SKEWX,130.0
2006-04-21,.SKEWX,122.05
2006-04-24,.SKEWX,128.77
2006-04-25,.SKEWX,129.66
2006-04-26,.SKEWX,126.14
2006-04-27,.SKEWX,129.21
2006-04-28,.SKEWX,125.2
2006-05-01,.SKEWX,129.67
2006-05-02,.SKEWX,124.01
2006-05-03,.SKEWX,127.46
2006-05-04,.SKEWX,125.86
2006-05-05,.SKEWX,128.06
2006-05-08,.SKEWX,125.25
2006-05-09,.SKEWX,123.02
2006-05-10,.SKEWX,119.62
2006-05-11,.SKEWX,120.68
2006-05-12,.SKEWX,123.21
2006-05-15,.SKEWX,121.86
2006-05-16,.SKEWX,130.15
2006-05-17,.SKEWX,121.87
2006-05-18,.SKEWX,123.09
2006-05-19,.SKEWX,136.93
2006-05-22,.SKEWX,126.15
2006-05-23,.SKEWX,125.15
2006-05-24,.SKEWX,127.4
2006-05-25,.SKEWX,132.35
2006-05-26,.SKEWX,128.5
2006-05-26,.SKEWX,128.5
2006-05-30,.SKEWX,122.67
2006-05-31,.SKEWX,121.97
2006-06-01,.SKEWX,128.02
2006-06-02,.SKEWX,127.02
2006-06-05,.SKEWX,120.42
2006-06-06,.SKEWX,121.79
2006-06-07,.SKEWX,120.81
2006-06-08,.SKEWX,120.19
2006-06-09,.SKEWX,118.74
2006-06-12,.SKEWX,121.27
2006-06-13,.SKEWX,121.55
2006-06-14,.SKEWX,124.24
2006-06-15,.SKEWX,131.6
2006-06-16,.SKEWX,128.32
2006-06-19,.SKEWX,125.31
2006-06-20,.SKEWX,126.54
2006-06-21,.SKEWX,127.36
2006-06-22,.SKEWX,125.08
2006-06-23,.SKEWX,122.55
2006-06-26,.SKEWX,124.87
2006-06-27,.SKEWX,120.3
2006-06-28,.SKEWX,118.99
2006-06-29,.SKEWX,124.11
2006-06-30,.SKEWX,118.28
2006-07-03,.SKEWX,120.93
2006-07-03,.SKEWX,120.93
2006-07-05,.SKEWX,120.22
2006-07-06,.SKEWX,116.81
2006-07-07,.SKEWX,114.97
2006-07-10,.SKEWX,115.89
2006-07-11,.SKEWX,119.17
2006-07-12,.SKEWX,115.97
2006-07-13,.SKEWX,115.4
2006-07-14,.SKEWX,117.48
2006-07-17,.SKEWX,118.56
2006-07-18,.SKEWX,122.9
2006-07-19,.SKEWX,121.58
2006-07-20,.SKEWX,118.55
2006-07-21,.SKEWX,118.33
2006-07-24,.SKEWX,122.03
2006-07-25,.SKEWX,120.53
2006-07-26,.SKEWX,120.86
2006-07-27,.SKEWX,119.78
2006-07-28,.SKEWX,121.4
2006-07-31,.SKEWX,121.64
2006-08-01,.SKEWX,119.49
2006-08-02,.SKEWX,117.98
2006-08-03,.SKEWX,116.79
2006-08-04,.SKEWX,117.54
2006-08-07,.SKEWX,117.02
2006-08-08,.SKEWX,118.18
2006-08-09,.SKEWX,116.27
2006-08-10,.SKEWX,118.31
2006-08-11,.SKEWX,118.09
2006-08-14,.SKEWX,118.24
2006-08-15,.SKEWX,118.88
2006-08-16,.SKEWX,120.17
2006-08-17,.SKEWX,121.42
2006-08-18,.SKEWX,125.35
2006-08-21,.SKEWX,125.66
2006-08-22,.SKEWX,124.0
2006-08-23,.SKEWX,124.2
2006-08-24,.SKEWX,123.75
2006-08-25,.SKEWX,125.01
2006-08-28,.SKEWX,122.64
2006-08-29,.SKEWX,126.53
2006-08-30,.SKEWX,125.52
2006-08-31,.SKEWX,123.22
2006-09-01,.SKEWX,124.59
2006-09-01,.SKEWX,124.59
2006-09-05,.SKEWX,124.31
2006-09-06,.SKEWX,123.09
2006-09-07,.SKEWX,121.66
2006-09-08,.SKEWX,124.34
2006-09-11,.SKEWX,125.99
2006-09-12,.SKEWX,126.42
2006-09-13,.SKEWX,120.44
2006-09-14,.SKEWX,119.47
2006-09-15,.SKEWX,135.25
2006-09-18,.SKEWX,127.35
2006-09-19,.SKEWX,125.03
2006-09-20,.SKEWX,122.71
2006-09-21,.SKEWX,119.68
2006-09-22,.SKEWX,118.86
2006-09-25,.SKEWX,120.75
2006-09-26,.SKEWX,121.64
2006-09-27,.SKEWX,118.43
2006-09-28,.SKEWX,118.21
2006-09-29,.SKEWX,120.09
2006-10-02,.SKEWX,119.8
2006-10-03,.SKEWX,116.93
2006-10-04,.SKEWX,118.15
2006-10-05,.SKEWX,115.48
2006-10-06,.SKEWX,117.34
2006-10-09,.SKEWX,116.19
2006-10-10,.SKEWX,118.43
2006-10-11,.SKEWX,117.16
2006-10-12,.SKEWX,117.44
2006-10-13,.SKEWX,118.74
2006-10-16,.SKEWX,116.54
2006-10-17,.SKEWX,117.7
2006-10-18,.SKEWX,114.96
2006-10-19,.SKEWX,116.8
2006-10-20,.SKEWX,117.06
2006-10-23,.SKEWX,115.28
2006-10-24,.SKEWX,114.68
2006-10-25,.SKEWX,113.72
2006-10-26,.SKEWX,112.97
2006-10-27,.SKEWX,111.46
2006-10-30,.SKEWX,114.11
2006-10-31,.SKEWX,111.48
2006-11-01,.SKEWX,112.36
2006-11-02,.SKEWX,113.08
2006-11-03,.SKEWX,112.37
2006-11-06,.SKEWX,116.76
2006-11-07,.SKEWX,115.72
2006-11-08,.SKEWX,115.86
2006-11-09,.SKEWX,113.19
2006-11-10,.SKEWX,113.87
2006-11-13,.SKEWX,113.32
2006-11-14,.SKEWX,113.75
2006-11-15,.SKEWX,111.63
2006-11-16,.SKEWX,110.87
2006-11-17,.SKEWX,117.73
2006-11-20,.SKEWX,119.02
2006-11-21,.SKEWX,118.53
2006-11-22,.SKEWX,120.86
2006-11-22,.SKEWX,120.86
2006-11-24,.SKEWX,118.47
2006-11-27,.SKEWX,117.96
2006-11-28,.SKEWX,121.89
2006-11-29,.SKEWX,125.38
2006-11-30,.SKEWX,124.0
2006-12-01,.SKEWX,126.2
2006-12-04,.SKEWX,124.81
2006-12-05,.SKEWX,127.14
2006-12-06,.SKEWX,125.61
2006-12-07,.SKEWX,122.86
2006-12-08,.SKEWX,124.71
2006-12-11,.SKEWX,120.65
2006-12-12,.SKEWX,124.46
2006-12-13,.SKEWX,125.76
2006-12-14,.SKEWX,132.31
2006-12-15,.SKEWX,129.81
2006-12-18,.SKEWX,128.93
2006-12-19,.SKEWX,129.55
2006-12-20,.SKEWX,126.28
2006-12-21,.SKEWX,122.05
2006-12-22,.SKEWX,121.5
2006-12-22,.SKEWX,121.5
2006-12-26,.SKEWX,123.4
2006-12-27,.SKEWX,123.48
2006-12-28,.SKEWX,121.7
2006-12-29,.SKEWX,121.25
2006-12-29,.SKEWX,121.25
2006-12-29,.SKEWX,121.25
2007-01-03,.SKEWX,118.77
2007-01-04,.SKEWX,118.78
2007-01-05,.SKEWX,117.27
2007-01-08,.SKEWX,119.44
2007-01-09,.SKEWX,116.28
2007-01-10,.SKEWX,117.79
2007-01-11,.SKEWX,119.13
2007-01-12,.SKEWX,119.7
2007-01-12,.SKEWX,119.7
2007-01-16,.SKEWX,120.78
2007-01-17,.SKEWX,120.95
2007-01-18,.SKEWX,127.7
2007-01-19,.SKEWX,127.24
2007-01-22,.SKEWX,121.13
2007-01-23,.SKEWX,122.77
2007-01-24,.SKEWX,124.34
2007-01-25,.SKEWX,119.49
2007-01-26,.SKEWX,120.26
2007-01-29,.SKEWX,117.83
2007-01-30,.SKEWX,119.53
2007-01-31,.SKEWX,118.58
2007-02-01,.SKEWX,119.57
2007-02-02,.SKEWX,121.7
2007-02-05,.SKEWX,122.48
2007-02-06,.SKEWX,122.78
2007-02-07,.SKEWX,122.94
2007-02-08,.SKEWX,122.69
2007-02-09,.SKEWX,121.02
2007-02-12,.SKEWX,119.81
2007-02-13,.SKEWX,125.32
2007-02-14,.SKEWX,123.09
2007-02-15,.SKEWX,120.55
2007-02-16,.SKEWX,121.01
2007-02-16,.SKEWX,121.01
2007-02-20,.SKEWX,120.99
2007-02-21,.SKEWX,119.1
2007-02-22,.SKEWX,119.58
2007-02-23,.SKEWX,117.71
2007-02-26,.SKEWX,117.81
2007-02-27,.SKEWX,112.5
2007-02-28,.SKEWX,121.36
2007-03-01,.SKEWX,120.99
2007-03-02,.SKEWX,118.76
2007-03-05,.SKEWX,118.07
2007-03-06,.SKEWX,121.14
2007-03-07,.SKEWX,119.49
2007-03-08,.SKEWX,121.08
2007-03-09,.SKEWX,121.96
2007-03-12,.SKEWX,126.35
2007-03-13,.SKEWX,130.04
2007-03-14,.SKEWX,134.25
2007-03-15,.SKEWX,136.15
2007-03-16,.SKEWX,128.3
2007-03-19,.SKEWX,122.84
2007-03-20,.SKEWX,127.35
2007-03-21,.SKEWX,130.07
2007-03-22,.SKEWX,124.99
2007-03-23,.SKEWX,125.64
2007-03-26,.SKEWX,126.45
2007-03-27,.SKEWX,122.89
2007-03-28,.SKEWX,121.28
2007-03-29,.SKEWX,121.4
2007-03-30,.SKEWX,120.89
2007-04-02,.SKEWX,122.62
2007-04-03,.SKEWX,124.18
2007-04-04,.SKEWX,123.94
2007-04-05,.SKEWX,125.4
2007-04-05,.SKEWX,125.4
2007-04-09,.SKEWX,125.32
2007-04-10,.SKEWX,125.94
2007-04-11,.SKEWX,127.03
2007-04-12,.SKEWX,126.92
2007-04-13,.SKEWX,128.62
2007-04-16,.SKEWX,125.49
2007-04-17,.SKEWX,130.62
2007-04-18,.SKEWX,130.35
2007-04-19,.SKEWX,126.11
2007-04-20,.SKEWX,128.37
2007-04-23,.SKEWX,123.55
2007-04-24,.SKEWX,124.17
2007-04-25,.SKEWX,122.68
2007-04-26,.SKEWX,123.25
2007-04-27,.SKEWX,124.73
2007-04-30,.SKEWX,123.37
2007-05-01,.SKEWX,125.45
2007-05-02,.SKEWX,123.14
2007-05-03,.SKEWX,123.03
2007-05-04,.SKEWX,123.11
2007-05-07,.SKEWX,123.3
2007-05-08,.SKEWX,120.74
2007-05-09,.SKEWX,121.24
2007-05-10,.SKEWX,119.5
2007-05-11,.SKEWX,121.66
2007-05-14,.SKEWX,119.78
2007-05-15,.SKEWX,121.17
2007-05-16,.SKEWX,123.4
2007-05-17,.SKEWX,123.34
2007-05-18,.SKEWX,126.75
2007-05-21,.SKEWX,126.22
2007-05-22,.SKEWX,124.74
2007-05-23,.SKEWX,123.17
2007-05-24,.SKEWX,121.71
2007-05-25,.SKEWX,124.0
2007-05-25,.SKEWX,124.0
2007-05-29,.SKEWX,124.05
2007-05-30,.SKEWX,124.69
2007-05-31,.SKEWX,123.84
2007-06-01,.SKEWX,124.23
2007-06-04,.SKEWX,122.26
2007-06-05,.SKEWX,122.93
2007-06-06,.SKEWX,119.29
2007-06-07,.SKEWX,117.52
2007-06-08,.SKEWX,122.08
2007-06-11,.SKEWX,119.71
2007-06-12,.SKEWX,119.51
2007-06-13,.SKEWX,121.59
2007-06-14,.SKEWX,122.42
2007-06-15,.SKEWX,121.63
2007-06-18,.SKEWX,120.46
2007-06-19,.SKEWX,123.38
2007-06-20,.SKEWX,117.56
2007-06-21,.SKEWX,117.97
2007-06-22,.SKEWX,116.52
2007-06-25,.SKEWX,116.87
2007-06-26,.SKEWX,116.03
2007-06-27,.SKEWX,118.01
2007-06-28,.SKEWX,117.47
2007-06-29,.SKEWX,115.72
2007-07-02,.SKEWX,119.68
2007-07-03,.SKEWX,119.87
2007-07-03,.SKEWX,119.87
2007-07-05,.SKEWX,120.59
2007-07-06,.SKEWX,120.85
2007-07-09,.SKEWX,120.63
2007-07-10,.SKEWX,117.48
2007-07-11,.SKEWX,121.69
2007-07-12,.SKEWX,119.99
2007-07-13,.SKEWX,119.59
2007-07-16,.SKEWX,117.88
2007-07-17,.SKEWX,117.99
2007-07-18,.SKEWX,120.35
2007-07-19,.SKEWX,119.24
2007-07-20,.SKEWX,117.4
2007-07-23,.SKEWX,118.84
2007-07-24,.SKEWX,116.13
2007-07-25,.SKEWX,116.39
2007-07-26,.SKEWX,116.27
2007-07-27,.SKEWX,113.23
2007-07-30,.SKEWX,115.42
2007-07-31,.SKEWX,115.53
2007-08-01,.SKEWX,119.94
2007-08-02,.SKEWX,119.05
2007-08-03,.SKEWX,117.3
2007-08-06,.SKEWX,118.81
2007-08-07,.SKEWX,116.92
2007-08-08,.SKEWX,120.92
2007-08-09,.SKEWX,115.3
2007-08-10,.SKEWX,116.04
2007-08-13,.SKEWX,119.5
2007-08-14,.SKEWX,115.01
2007-08-15,.SKEWX,118.3
2007-08-16,.SKEWX,116.58
2007-08-17,.SKEWX,126.7
2007-08-20,.SKEWX,117.87
2007-08-21,.SKEWX,117.76
2007-08-22,.SKEWX,120.53
2007-08-23,.SKEWX,121.35
2007-08-24,.SKEWX,122.79
2007-08-27,.SKEWX,121.53
2007-08-28,.SKEWX,118.95
2007-08-29,.SKEWX,121.02
2007-08-30,.SKEWX,120.1
2007-08-31,.SKEWX,117.26
2007-08-31,.SKEWX,117.26
2007-09-04,.SKEWX,119.62
2007-09-05,.SKEWX,118.07
2007-09-06,.SKEWX,117.34
2007-09-07,.SKEWX,116.72
2007-09-10,.SKEWX,115.42
2007-09-11,.SKEWX,116.45
2007-09-12,.SKEWX,116.62
2007-09-13,.SKEWX,117.36
2007-09-14,.SKEWX,117.96
2007-09-17,.SKEWX,117.87
2007-09-18,.SKEWX,116.4
2007-09-19,.SKEWX,120.85
2007-09-20,.SKEWX,119.87
2007-09-21,.SKEWX,121.15
2007-09-24,.SKEWX,122.82
2007-09-25,.SKEWX,118.58
2007-09-26,.SKEWX,118.57
2007-09-27,.SKEWX,118.0
2007-09-28,.SKEWX,119.97
2007-10-01,.SKEWX,120.83
2007-10-02,.SKEWX,121.78
2007-10-03,.SKEWX,121.79
2007-10-04,.SKEWX,120.21
2007-10-05,.SKEWX,119.73
2007-10-08,.SKEWX,118.48
2007-10-09,.SKEWX,119.13
2007-10-10,.SKEWX,118.64
2007-10-11,.SKEWX,117.44
2007-10-12,.SKEWX,119.54
2007-10-15,.SKEWX,117.45
2007-10-16,.SKEWX,116.64
2007-10-17,.SKEWX,118.48
2007-10-18,.SKEWX,117.28
2007-10-19,.SKEWX,114.99
2007-10-22,.SKEWX,115.7
2007-10-23,.SKEWX,116.42
2007-10-24,.SKEWX,116.48
2007-10-25,.SKEWX,115.67
2007-10-26,.SKEWX,116.34
2007-10-29,.SKEWX,115.19
2007-10-30,.SKEWX,114.46
2007-10-31,.SKEWX,116.88
2007-11-01,.SKEWX,114.67
2007-11-02,.SKEWX,116.52
2007-11-05,.SKEWX,115.38
2007-11-06,.SKEWX,115.46
2007-11-07,.SKEWX,115.58
2007-11-08,.SKEWX,115.03
2007-11-09,.SKEWX,115.77
2007-11-12,.SKEWX,117.92
2007-11-13,.SKEWX,121.09
2007-11-14,.SKEWX,119.7
2007-11-15,.SKEWX,118.31
2007-11-16,.SKEWX,119.3
2007-11-19,.SKEWX,115.61
2007-11-20,.SKEWX,114.1
2007-11-21,.SKEWX,111.49
2007-11-21,.SKEWX,111.49
2007-11-23,.SKEWX,111.32
2007-11-26,.SKEWX,109.94
2007-11-27,.SKEWX,109.31
2007-11-28,.SKEWX,111.28
2007-11-29,.SKEWX,110.79
2007-11-30,.SKEWX,111.85
2007-12-03,.SKEWX,111.57
2007-12-04,.SKEWX,110.37
2007-12-05,.SKEWX,112.08
2007-12-06,.SKEWX,112.79
2007-12-07,.SKEWX,112.79
2007-12-10,.SKEWX,113.39
2007-12-11,.SKEWX,111.27
2007-12-12,.SKEWX,113.03
2007-12-13,.SKEWX,111.45
2007-12-14,.SKEWX,111.31
2007-12-17,.SKEWX,109.75
2007-12-18,.SKEWX,110.38
2007-12-19,.SKEWX,111.22
2007-12-20,.SKEWX,111.81
2007-12-21,.SKEWX,115.12
2007-12-24,.SKEWX,115.86
