Date,Global Supply Chain Pressure Index
2014-08,-0.6197923079761732
2014-09,-0.8071434289211935
2014-10,-0.5860110458715435
2014-11,-0.9581489359762864
2014-12,-0.385022313561622
2015-01,-0.5016499053733239
2015-02,-0.3141175925977958
2015-03,-0.3760573547535701
2015-04,-0.3465892459855347
2015-05,-0.5393424870886782
2015-06,-0.8574058904317753
2015-07,-0.4034996743901625
2015-08,-0.6685252943978922
2015-09,-0.3880577511731325
2015-10,-0.2298383849941014
2015-11,-0.6281046835017177
2015-12,-0.5874466652927701
2016-01,-0.7837467824237059
2016-02,-0.7385919836075157
2016-03,-0.6410360210738217
2016-04,-0.2636011319325766
2016-05,-0.6965459448917757
2016-06,-0.278389764334881
2016-07,-0.1580054439109784
2016-08,0.1001176878740524
2016-09,-0.283156238679744
2016-10,-0.0417950937592376
2016-11,-0.2972185819499797
2016-12,-0.212019176739439
2017-01,0.1722232307638502
2017-02,0.1530878411157815
2017-03,0.0800359505822961
2017-04,0.0109073503674325
2017-05,-0.1378002084437769
2017-06,0.0941421568040716
2017-07,0.0942123275366182
2017-08,0.3906860474968801
2017-09,0.5556769267973519
2017-10,0.7923173678610466
2017-11,0.810162872360416
2017-12,0.6864317347710636
2018-01,0.5886362358884992
2018-02,0.0633657732716804
2018-03,0.4385044597290309
2018-04,0.5195152259069071
2018-05,0.3806292406230571
2018-06,0.4367937553198026
2018-07,0.448669342536952
2018-08,0.5320212898984737
2018-09,0.4699828884906308
2018-10,0.5345522105130486
2018-11,0.4590379025547315
2018-12,0.465772159161988
2019-01,0.5200619651439733
2019-02,0.1537923222152755
2019-03,0.2220261971407979
2019-04,0.0270690975379394
2019-05,-0.6085971037529196
2019-06,-0.4623397782787576
2019-07,-0.4400541475801869
2019-08,-0.2785409561779805
2019-09,0.1465010107410471
2019-10,0.1023266918979762
2019-11,0.1632937721573318
2019-12,0.0517831749237249
2020-01,0.0706384657624274
2020-02,1.290423238302688
2020-03,2.645663047826301
2020-04,3.334611899063533
2020-05,2.5344732152128926
2020-06,2.244011638059833
2020-07,2.9640590274403045
2020-08,1.4911083222892738
2020-09,0.6290705478565536
2020-10,0.1150276854363139
2020-11,0.7654022504999163
2020-12,1.6967212422103035
2021-01,1.343637617105328
2021-02,1.9695851381354932
2021-03,2.289542946771489
2021-04,2.788508528124919
2021-05,3.0647482075257217
2021-06,2.788858747343178
2021-07,2.962135522497613
2021-08,3.3275866252644315
2021-09,3.399964897412865
2021-10,3.947946579207514
2021-11,4.350048630093631
2021-12,4.435948363879049
2022-01,3.7288208953615647
2022-02,2.819967067145359
2022-03,2.8718929197640786
2022-04,3.5672598779944105
2022-05,2.7736760295630907
2022-06,2.44574982648657
2022-07,1.850774496741567
2022-08,1.535114765109021
2022-09,1.0447834406271994
2022-10,1.154293624567412
2022-11,1.274540816618384
2022-12,1.3431708473284285
2023-01,1.0882786269431612
2023-02,-0.2018577210808911
2023-03,-1.1343292201894408
2023-04,-1.2839774414909897
2023-05,-1.5582225805932397
2023-06,-1.0925015696270564
2023-07,-0.9165175725984428
2023-08,-1.052294961263298
2023-09,-0.6416327622133845
2023-10,-0.3511623682321409
2023-11,0.1728771929827254
2023-12,-0.1573130702743062
2024-01,-0.3400404044347095
2024-02,-0.1820943912128534
2024-03,-0.3414030738959828
2024-04,-0.9396976509237628
2024-05,-0.5670417999194483
2024-06,-0.3400672414860685
2024-07,-0.0473585697652689
2024-08,0.2040539382078544
2024-09,0.1035476997730037
2024-10,-0.3378150944544004
2024-11,-0.2725228482492771
2024-12,-0.2550638128173208
2025-01,-0.1732424866108467
2025-02,0.0061584465450741
2025-03,-0.1712202224828366
2025-04,-0.2882079671013823
