Date,Instrument,Price1
2009-03-13,.GVZ,33.65
2009-03-16,.GVZ,35.27
2009-03-17,.GVZ,22.58
2009-03-18,.GVZ,25.69
2009-03-19,.GVZ,41.52
2009-03-20,.GVZ,38.9
2009-03-23,.GVZ,29.76
2009-03-24,.GVZ,36.28
2009-03-25,.GVZ,36.28
2009-03-26,.GVZ,35.19
2009-03-27,.GVZ,33.25
2009-03-30,.GVZ,33.62
2009-03-31,.GVZ,31.39
2009-04-01,.GVZ,32.33
2009-04-02,.GVZ,34.39
2009-04-03,.GVZ,36.42
2009-04-06,.GVZ,32.95
2009-04-07,.GVZ,32.07
2009-04-08,.GVZ,30.42
2009-04-09,.GVZ,28.0
2009-04-09,.GVZ,28.0
2009-04-13,.GVZ,29.09
2009-04-14,.GVZ,28.88
2009-04-15,.GVZ,27.47
2009-04-16,.GVZ,27.42
2009-04-17,.GVZ,27.41
2009-04-20,.GVZ,28.45
2009-04-21,.GVZ,29.0
2009-04-22,.GVZ,28.67
2009-04-23,.GVZ,29.92
2009-04-24,.GVZ,30.08
2009-04-27,.GVZ,30.24
2009-04-28,.GVZ,28.53
2009-04-29,.GVZ,27.98
2009-04-30,.GVZ,26.7
2009-05-01,.GVZ,26.44
2009-05-04,.GVZ,28.26
2009-05-05,.GVZ,27.49
2009-05-06,.GVZ,26.77
2009-05-07,.GVZ,26.75
2009-05-08,.GVZ,25.93
2009-05-11,.GVZ,23.6
2009-05-12,.GVZ,23.8
2009-05-13,.GVZ,25.41
2009-05-14,.GVZ,23.08
2009-05-15,.GVZ,22.6
2009-05-18,.GVZ,22.46
2009-05-19,.GVZ,22.41
2009-05-20,.GVZ,24.74
2009-05-21,.GVZ,27.94
2009-05-22,.GVZ,28.34
2009-05-22,.GVZ,28.34
2009-05-26,.GVZ,26.33
2009-05-27,.GVZ,25.82
2009-05-28,.GVZ,26.7
2009-05-29,.GVZ,28.44
2009-06-01,.GVZ,29.5
2009-06-02,.GVZ,28.69
2009-06-03,.GVZ,27.64
2009-06-04,.GVZ,28.16
2009-06-05,.GVZ,26.82
2009-06-08,.GVZ,27.09
2009-06-09,.GVZ,25.03
2009-06-10,.GVZ,24.78
2009-06-11,.GVZ,24.44
2009-06-12,.GVZ,24.79
2009-06-15,.GVZ,25.31
2009-06-16,.GVZ,23.12
2009-06-17,.GVZ,22.8
2009-06-18,.GVZ,22.43
2009-06-19,.GVZ,21.64
2009-06-22,.GVZ,22.1
2009-06-23,.GVZ,21.93
2009-06-24,.GVZ,22.74
2009-06-25,.GVZ,22.72
2009-06-26,.GVZ,21.97
2009-06-29,.GVZ,21.72
2009-06-30,.GVZ,20.9
2009-07-01,.GVZ,20.29
2009-07-02,.GVZ,19.93
2009-07-02,.GVZ,19.93
2009-07-06,.GVZ,20.6
2009-07-07,.GVZ,20.71
2009-07-08,.GVZ,23.58
2009-07-09,.GVZ,21.02
2009-07-10,.GVZ,20.79
2009-07-13,.GVZ,19.27
2009-07-14,.GVZ,18.8
2009-07-15,.GVZ,19.36
2009-07-16,.GVZ,18.26
2009-07-17,.GVZ,18.1
2009-07-20,.GVZ,18.55
2009-07-21,.GVZ,18.05
2009-07-22,.GVZ,17.46
2009-07-23,.GVZ,18.44
2009-07-24,.GVZ,18.04
2009-07-27,.GVZ,18.72
2009-07-28,.GVZ,19.26
2009-07-29,.GVZ,19.39
2009-07-30,.GVZ,18.85
2009-07-31,.GVZ,20.51
2009-08-03,.GVZ,21.11
2009-08-04,.GVZ,23.58
2009-08-05,.GVZ,22.12
2009-08-06,.GVZ,21.13
2009-08-07,.GVZ,20.95
2009-08-10,.GVZ,20.33
2009-08-11,.GVZ,19.61
2009-08-12,.GVZ,19.83
2009-08-13,.GVZ,19.97
2009-08-14,.GVZ,19.56
2009-08-17,.GVZ,19.83
2009-08-18,.GVZ,18.93
2009-08-19,.GVZ,19.38
2009-08-20,.GVZ,18.12
2009-08-21,.GVZ,19.11
2009-08-24,.GVZ,19.65
2009-08-25,.GVZ,19.56
2009-08-26,.GVZ,19.6
2009-08-27,.GVZ,19.52
2009-08-28,.GVZ,19.32
2009-08-31,.GVZ,20.43
2009-09-01,.GVZ,21.4
2009-09-02,.GVZ,25.58
2009-09-03,.GVZ,28.86
2009-09-04,.GVZ,27.23
2009-09-04,.GVZ,27.23
2009-09-08,.GVZ,26.97
2009-09-09,.GVZ,24.71
2009-09-10,.GVZ,24.22
2009-09-11,.GVZ,25.67
2009-09-14,.GVZ,24.78
2009-09-15,.GVZ,24.43
2009-09-16,.GVZ,25.09
2009-09-17,.GVZ,23.53
2009-09-18,.GVZ,22.62
2009-09-21,.GVZ,23.22
2009-09-22,.GVZ,24.53
2009-09-23,.GVZ,23.98
2009-09-24,.GVZ,22.0
2009-09-25,.GVZ,21.79
2009-09-28,.GVZ,20.4
2009-09-29,.GVZ,20.45
2009-09-30,.GVZ,21.54
2009-10-01,.GVZ,21.46
2009-10-02,.GVZ,21.38
2009-10-05,.GVZ,22.78
2009-10-06,.GVZ,25.36
2009-10-07,.GVZ,24.01
2009-10-08,.GVZ,24.88
2009-10-09,.GVZ,23.19
2009-10-12,.GVZ,22.47
2009-10-13,.GVZ,22.34
2009-10-14,.GVZ,20.57
2009-10-15,.GVZ,20.35
2009-10-16,.GVZ,20.76
2009-10-19,.GVZ,20.9
2009-10-20,.GVZ,20.09
2009-10-21,.GVZ,21.53
2009-10-22,.GVZ,19.75
2009-10-23,.GVZ,19.98
2009-10-26,.GVZ,20.87
2009-10-27,.GVZ,20.52
2009-10-28,.GVZ,21.19
2009-10-29,.GVZ,20.72
2009-10-30,.GVZ,21.2
2009-11-02,.GVZ,22.3
2009-11-03,.GVZ,25.25
2009-11-04,.GVZ,25.13
2009-11-05,.GVZ,22.76
2009-11-06,.GVZ,21.45
2009-11-09,.GVZ,21.92
2009-11-10,.GVZ,22.04
2009-11-11,.GVZ,22.45
2009-11-12,.GVZ,23.06
2009-11-13,.GVZ,21.9
2009-11-16,.GVZ,24.34
2009-11-17,.GVZ,23.03
2009-11-18,.GVZ,24.1
2009-11-19,.GVZ,23.96
2009-11-20,.GVZ,24.65
2009-11-23,.GVZ,25.64
2009-11-24,.GVZ,23.56
2009-11-25,.GVZ,25.39
2009-11-25,.GVZ,25.39
2009-11-27,.GVZ,27.14
2009-11-30,.GVZ,26.27
2009-12-01,.GVZ,26.69
2009-12-02,.GVZ,26.74
2009-12-03,.GVZ,26.81
2009-12-04,.GVZ,29.82
2009-12-07,.GVZ,29.12
2009-12-08,.GVZ,29.2
2009-12-09,.GVZ,28.99
2009-12-10,.GVZ,27.86
2009-12-11,.GVZ,27.82
2009-12-14,.GVZ,25.48
2009-12-15,.GVZ,26.05
2009-12-16,.GVZ,24.9
2009-12-17,.GVZ,27.16
2009-12-18,.GVZ,26.59
2009-12-21,.GVZ,25.88
2009-12-22,.GVZ,25.22
2009-12-23,.GVZ,23.36
2009-12-24,.GVZ,23.1
2009-12-24,.GVZ,23.1
2009-12-28,.GVZ,26.02
2009-12-29,.GVZ,24.85
2009-12-30,.GVZ,24.53
2009-12-31,.GVZ,23.71
2009-12-31,.GVZ,23.71
2010-01-04,.GVZ,24.59
2010-01-05,.GVZ,23.34
2010-01-06,.GVZ,23.9
2010-01-07,.GVZ,23.32
2010-01-08,.GVZ,22.04
2010-01-11,.GVZ,20.97
2010-01-12,.GVZ,21.97
2010-01-13,.GVZ,20.63
2010-01-14,.GVZ,21.34
2010-01-15,.GVZ,21.48
2010-01-15,.GVZ,21.48
2010-01-19,.GVZ,21.31
2010-01-20,.GVZ,22.85
2010-01-21,.GVZ,24.82
2010-01-22,.GVZ,26.01
2010-01-25,.GVZ,24.73
2010-01-26,.GVZ,24.35
2010-01-27,.GVZ,24.08
2010-01-28,.GVZ,23.35
2010-01-29,.GVZ,23.87
2010-02-01,.GVZ,23.84
2010-02-02,.GVZ,22.75
2010-02-03,.GVZ,22.09
2010-02-04,.GVZ,27.19
2010-02-05,.GVZ,27.59
2010-02-08,.GVZ,26.88
2010-02-09,.GVZ,25.45
2010-02-10,.GVZ,26.02
2010-02-11,.GVZ,25.48
2010-02-12,.GVZ,24.29
2010-02-12,.GVZ,24.29
2010-02-16,.GVZ,25.38
2010-02-17,.GVZ,24.88
2010-02-18,.GVZ,24.0
2010-02-19,.GVZ,24.05
2010-02-22,.GVZ,23.53
2010-02-23,.GVZ,23.89
2010-02-24,.GVZ,22.68
2010-02-25,.GVZ,21.85
2010-02-26,.GVZ,21.31
2010-03-01,.GVZ,21.13
2010-03-02,.GVZ,21.76
2010-03-03,.GVZ,21.37
2010-03-04,.GVZ,20.06
2010-03-05,.GVZ,19.29
2010-03-08,.GVZ,19.89
2010-03-09,.GVZ,19.88
2010-03-10,.GVZ,20.93
2010-03-11,.GVZ,20.19
2010-03-12,.GVZ,20.16
2010-03-15,.GVZ,20.9
2010-03-16,.GVZ,20.32
2010-03-17,.GVZ,19.8
2010-03-18,.GVZ,19.23
2010-03-19,.GVZ,19.71
2010-03-22,.GVZ,19.06
2010-03-23,.GVZ,18.52
2010-03-24,.GVZ,20.81
2010-03-25,.GVZ,20.27
2010-03-26,.GVZ,19.73
2010-03-29,.GVZ,19.07
2010-03-30,.GVZ,18.16
2010-03-31,.GVZ,18.14
2010-04-01,.GVZ,17.49
2010-04-01,.GVZ,17.49
2010-04-05,.GVZ,18.06
2010-04-06,.GVZ,17.93
2010-04-07,.GVZ,19.13
2010-04-08,.GVZ,18.86
2010-04-09,.GVZ,19.4
2010-04-12,.GVZ,18.27
2010-04-13,.GVZ,17.51
2010-04-14,.GVZ,17.31
2010-04-15,.GVZ,17.44
2010-04-16,.GVZ,18.85
2010-04-19,.GVZ,18.94
2010-04-20,.GVZ,17.69
2010-04-21,.GVZ,17.8
2010-04-22,.GVZ,17.77
2010-04-23,.GVZ,17.9
2010-04-26,.GVZ,17.73
2010-04-27,.GVZ,20.9
2010-04-28,.GVZ,20.13
2010-04-29,.GVZ,19.35
2010-04-30,.GVZ,20.42
2010-05-03,.GVZ,20.93
2010-05-04,.GVZ,21.71
2010-05-05,.GVZ,21.79
2010-05-06,.GVZ,26.31
2010-05-07,.GVZ,26.24
2010-05-10,.GVZ,24.35
2010-05-11,.GVZ,25.96
2010-05-12,.GVZ,25.34
2010-05-13,.GVZ,24.41
2010-05-14,.GVZ,26.21
2010-05-17,.GVZ,26.46
2010-05-18,.GVZ,26.25
2010-05-19,.GVZ,27.05
2010-05-20,.GVZ,30.73
2010-05-21,.GVZ,27.78
2010-05-24,.GVZ,25.72
2010-05-25,.GVZ,25.72
2010-05-26,.GVZ,24.74
2010-05-27,.GVZ,23.0
2010-05-28,.GVZ,22.28
2010-05-28,.GVZ,22.28
2010-06-01,.GVZ,23.15
2010-06-02,.GVZ,21.55
2010-06-03,.GVZ,21.7
2010-06-04,.GVZ,23.15
2010-06-07,.GVZ,24.95
2010-06-08,.GVZ,24.98
2010-06-09,.GVZ,24.58
2010-06-10,.GVZ,23.29
2010-06-11,.GVZ,21.62
2010-06-14,.GVZ,21.79
2010-06-15,.GVZ,21.26
2010-06-16,.GVZ,20.85
2010-06-17,.GVZ,22.78
2010-06-18,.GVZ,22.04
2010-06-21,.GVZ,22.25
2010-06-22,.GVZ,22.37
2010-06-23,.GVZ,22.38
2010-06-24,.GVZ,22.27
2010-06-25,.GVZ,22.06
2010-06-28,.GVZ,22.8
2010-06-29,.GVZ,24.07
2010-06-30,.GVZ,23.46
2010-07-01,.GVZ,25.13
2010-07-02,.GVZ,22.95
2010-07-02,.GVZ,22.95
2010-07-06,.GVZ,23.7
2010-07-07,.GVZ,22.0
2010-07-08,.GVZ,20.26
2010-07-09,.GVZ,19.68
2010-07-12,.GVZ,18.51
2010-07-13,.GVZ,18.99
2010-07-14,.GVZ,18.24
2010-07-15,.GVZ,17.18
2010-07-16,.GVZ,20.13
2010-07-19,.GVZ,20.31
2010-07-20,.GVZ,20.41
2010-07-21,.GVZ,20.5
2010-07-22,.GVZ,19.81
2010-07-23,.GVZ,20.28
2010-07-26,.GVZ,20.98
2010-07-27,.GVZ,22.12
2010-07-28,.GVZ,21.29
2010-07-29,.GVZ,19.74
2010-07-30,.GVZ,18.86
2010-08-02,.GVZ,18.79
2010-08-03,.GVZ,18.42
2010-08-04,.GVZ,18.11
2010-08-05,.GVZ,18.0
2010-08-06,.GVZ,17.82
2010-08-09,.GVZ,17.61
2010-08-10,.GVZ,18.11
2010-08-11,.GVZ,19.0
2010-08-12,.GVZ,18.74
2010-08-13,.GVZ,18.37
2010-08-16,.GVZ,18.5
2010-08-17,.GVZ,17.37
2010-08-18,.GVZ,17.79
2010-08-19,.GVZ,18.14
2010-08-20,.GVZ,18.87
2010-08-23,.GVZ,18.42
2010-08-24,.GVZ,19.11
2010-08-25,.GVZ,19.6
2010-08-26,.GVZ,18.81
2010-08-27,.GVZ,18.39
2010-08-30,.GVZ,18.52
2010-08-31,.GVZ,19.39
2010-09-01,.GVZ,17.98
2010-09-02,.GVZ,17.83
2010-09-03,.GVZ,17.51
2010-09-03,.GVZ,17.51
2010-09-07,.GVZ,17.77
2010-09-08,.GVZ,17.88
2010-09-09,.GVZ,17.41
2010-09-10,.GVZ,17.3
2010-09-13,.GVZ,16.69
2010-09-14,.GVZ,18.24
2010-09-15,.GVZ,17.56
2010-09-16,.GVZ,18.26
2010-09-17,.GVZ,18.08
2010-09-20,.GVZ,17.92
2010-09-21,.GVZ,17.94
2010-09-22,.GVZ,17.36
2010-09-23,.GVZ,17.56
2010-09-24,.GVZ,17.81
2010-09-27,.GVZ,18.22
2010-09-28,.GVZ,18.2
2010-09-29,.GVZ,18.65
2010-09-30,.GVZ,18.65
2010-10-01,.GVZ,18.41
2010-10-04,.GVZ,18.88
2010-10-05,.GVZ,19.58
2010-10-06,.GVZ,19.84
2010-10-07,.GVZ,21.43
2010-10-08,.GVZ,20.65
2010-10-11,.GVZ,20.13
2010-10-12,.GVZ,20.01
2010-10-13,.GVZ,20.85
2010-10-14,.GVZ,22.61
2010-10-15,.GVZ,21.05
2010-10-18,.GVZ,20.89
2010-10-19,.GVZ,21.16
2010-10-20,.GVZ,20.51
2010-10-21,.GVZ,21.11
2010-10-22,.GVZ,20.45
2010-10-25,.GVZ,20.06
2010-10-26,.GVZ,20.16
2010-10-27,.GVZ,20.42
2010-10-28,.GVZ,20.81
2010-10-29,.GVZ,21.24
2010-11-01,.GVZ,22.45
2010-11-02,.GVZ,21.87
2010-11-03,.GVZ,20.68
2010-11-04,.GVZ,21.48
2010-11-05,.GVZ,21.06
2010-11-08,.GVZ,22.38
2010-11-09,.GVZ,24.65
2010-11-10,.GVZ,24.02
2010-11-11,.GVZ,23.22
2010-11-12,.GVZ,23.67
2010-11-15,.GVZ,23.32
2010-11-16,.GVZ,23.56
2010-11-17,.GVZ,22.09
2010-11-18,.GVZ,21.31
2010-11-19,.GVZ,20.13
2010-11-22,.GVZ,20.23
2010-11-23,.GVZ,21.33
2010-11-24,.GVZ,20.59
2010-11-24,.GVZ,20.59
2010-11-26,.GVZ,15.92
2010-11-29,.GVZ,21.51
2010-11-30,.GVZ,22.61
2010-12-01,.GVZ,22.64
2010-12-02,.GVZ,21.69
2010-12-03,.GVZ,20.95
2010-12-06,.GVZ,20.74
2010-12-07,.GVZ,20.97
2010-12-08,.GVZ,21.13
2010-12-09,.GVZ,20.04
2010-12-10,.GVZ,19.63
2010-12-13,.GVZ,17.35
2010-12-14,.GVZ,16.77
2010-12-15,.GVZ,16.87
2010-12-16,.GVZ,17.31
2010-12-17,.GVZ,16.41
2010-12-20,.GVZ,16.3
2010-12-21,.GVZ,16.66
2010-12-22,.GVZ,16.32
2010-12-23,.GVZ,16.23
2010-12-23,.GVZ,16.23
2010-12-27,.GVZ,17.31
2010-12-28,.GVZ,18.7
2010-12-29,.GVZ,19.54
2010-12-30,.GVZ,19.67
2010-12-31,.GVZ,19.53
2011-01-03,.GVZ,18.95
2011-01-04,.GVZ,18.84
2011-01-05,.GVZ,18.83
2011-01-06,.GVZ,19.24
2011-01-07,.GVZ,18.5
2011-01-10,.GVZ,18.32
2011-01-11,.GVZ,17.52
2011-01-12,.GVZ,16.92
2011-01-13,.GVZ,18.46
2011-01-14,.GVZ,18.72
2011-01-14,.GVZ,18.72
2011-01-18,.GVZ,17.66
2011-01-19,.GVZ,17.95
2011-01-20,.GVZ,18.53
2011-01-21,.GVZ,19.06
2011-01-24,.GVZ,18.99
2011-01-25,.GVZ,18.73
2011-01-26,.GVZ,18.86
2011-01-27,.GVZ,18.87
2011-01-28,.GVZ,18.65
2011-01-31,.GVZ,18.33
2011-02-01,.GVZ,17.7
2011-02-02,.GVZ,17.22
2011-02-03,.GVZ,17.74
2011-02-04,.GVZ,17.0
2011-02-07,.GVZ,16.14
2011-02-08,.GVZ,15.61
2011-02-09,.GVZ,15.84
2011-02-10,.GVZ,15.49
2011-02-11,.GVZ,15.87
2011-02-14,.GVZ,15.56
2011-02-15,.GVZ,15.23
2011-02-16,.GVZ,15.13
2011-02-17,.GVZ,15.3
2011-02-18,.GVZ,16.17
2011-02-18,.GVZ,16.17
2011-02-22,.GVZ,16.83
2011-02-23,.GVZ,18.02
2011-02-24,.GVZ,16.62
2011-02-25,.GVZ,15.69
2011-02-28,.GVZ,15.98
2011-03-01,.GVZ,17.46
2011-03-02,.GVZ,17.91
2011-03-03,.GVZ,17.56
2011-03-04,.GVZ,17.5
2011-03-07,.GVZ,17.79
2011-03-08,.GVZ,17.35
2011-03-09,.GVZ,16.65
2011-03-10,.GVZ,17.18
2011-03-11,.GVZ,17.65
2011-03-14,.GVZ,17.95
2011-03-15,.GVZ,19.04
2011-03-16,.GVZ,18.74
2011-03-17,.GVZ,18.16
2011-03-18,.GVZ,18.1
2011-03-21,.GVZ,17.01
2011-03-22,.GVZ,16.63
2011-03-23,.GVZ,16.83
2011-03-24,.GVZ,17.61
2011-03-25,.GVZ,16.95
2011-03-28,.GVZ,17.09
2011-03-29,.GVZ,16.4
2011-03-30,.GVZ,15.91
2011-03-31,.GVZ,17.16
2011-04-01,.GVZ,16.24
2011-04-04,.GVZ,15.82
2011-04-05,.GVZ,16.41
2011-04-06,.GVZ,16.05
2011-04-07,.GVZ,15.74
2011-04-08,.GVZ,15.59
2011-04-11,.GVZ,15.26
2011-04-12,.GVZ,15.65
2011-04-13,.GVZ,14.72
2011-04-14,.GVZ,15.06
2011-04-15,.GVZ,15.78
2011-04-18,.GVZ,16.73
2011-04-19,.GVZ,16.31
2011-04-20,.GVZ,16.38
2011-04-21,.GVZ,15.7
2011-04-21,.GVZ,15.7
2011-04-25,.GVZ,18.32
2011-04-26,.GVZ,17.3
2011-04-27,.GVZ,17.76
2011-04-28,.GVZ,17.82
2011-04-29,.GVZ,20.25
2011-05-02,.GVZ,21.11
2011-05-03,.GVZ,19.61
2011-05-04,.GVZ,19.8
2011-05-05,.GVZ,22.06
2011-05-06,.GVZ,21.4
2011-05-09,.GVZ,19.95
2011-05-10,.GVZ,19.14
2011-05-11,.GVZ,19.47
2011-05-12,.GVZ,19.23
2011-05-13,.GVZ,19.77
2011-05-16,.GVZ,19.33
2011-05-17,.GVZ,19.0
2011-05-18,.GVZ,18.15
2011-05-19,.GVZ,17.44
2011-05-20,.GVZ,17.55
2011-05-23,.GVZ,18.3
2011-05-24,.GVZ,17.84
2011-05-25,.GVZ,17.53
2011-05-26,.GVZ,16.66
2011-05-27,.GVZ,16.62
2011-05-27,.GVZ,16.62
2011-05-31,.GVZ,16.74
2011-06-01,.GVZ,17.74
2011-06-02,.GVZ,17.38
2011-06-03,.GVZ,16.79
2011-06-06,.GVZ,18.12
2011-06-07,.GVZ,16.84
2011-06-08,.GVZ,16.56
2011-06-09,.GVZ,16.06
2011-06-10,.GVZ,16.51
2011-06-13,.GVZ,16.95
2011-06-14,.GVZ,15.33
2011-06-15,.GVZ,17.32
2011-06-16,.GVZ,17.61
2011-06-17,.GVZ,17.03
2011-06-20,.GVZ,16.64
2011-06-21,.GVZ,15.99
2011-06-22,.GVZ,16.1
2011-06-23,.GVZ,16.97
2011-06-24,.GVZ,17.79
2011-06-27,.GVZ,17.52
2011-06-28,.GVZ,16.84
2011-06-29,.GVZ,15.79
2011-06-30,.GVZ,15.34
2011-07-01,.GVZ,15.06
2011-07-01,.GVZ,15.06
2011-07-05,.GVZ,15.15
2011-07-06,.GVZ,15.81
2011-07-07,.GVZ,15.29
2011-07-08,.GVZ,15.18
2011-07-11,.GVZ,16.3
2011-07-12,.GVZ,17.63
2011-07-13,.GVZ,18.22
2011-07-14,.GVZ,17.9
2011-07-15,.GVZ,16.91
2011-07-18,.GVZ,18.96
2011-07-19,.GVZ,18.14
2011-07-20,.GVZ,17.91
2011-07-21,.GVZ,17.4
2011-07-22,.GVZ,16.98
2011-07-25,.GVZ,18.69
2011-07-26,.GVZ,18.58
2011-07-27,.GVZ,19.24
