Date,Instrument,Price1
2007-01-09,.VVIX,92.76
2007-01-10,.VVIX,93.78
2007-01-11,.VVIX,85.97
2007-01-12,.VVIX,85.18
2007-01-12,.VVIX,85.18
2007-01-16,.VVIX,85.3
2007-01-17,.VVIX,84.93
2007-01-18,.VVIX,83.66
2007-01-19,.VVIX,82.49
2007-01-22,.VVIX,84.43
2007-01-23,.VVIX,81.48
2007-01-24,.VVIX,77.51
2007-01-25,.VVIX,80.45
2007-01-26,.VVIX,81.36
2007-01-29,.VVIX,81.68
2007-01-30,.VVIX,78.9
2007-01-31,.VVIX,77.28
2007-02-01,.VVIX,73.5
2007-02-02,.VVIX,72.44
2007-02-05,.VVIX,70.29
2007-02-06,.VVIX,68.55
2007-02-07,.VVIX,70.32
2007-02-08,.VVIX,73.18
2007-02-09,.VVIX,74.39
2007-02-12,.VVIX,79.12
2007-02-13,.VVIX,75.72
2007-02-14,.VVIX,74.0
2007-02-15,.VVIX,70.34
2007-02-16,.VVIX,70.74
2007-02-16,.VVIX,70.74
2007-02-20,.VVIX,65.87
2007-02-21,.VVIX,67.37
2007-02-22,.VVIX,66.05
2007-02-23,.VVIX,70.71
2007-02-26,.VVIX,70.33
2007-02-27,.VVIX,110.42
2007-02-28,.VVIX,91.64
2007-03-01,.VVIX,99.47
2007-03-02,.VVIX,104.17
2007-03-05,.VVIX,101.2
2007-03-06,.VVIX,93.65
2007-03-07,.VVIX,94.41
2007-03-08,.VVIX,93.97
2007-03-09,.VVIX,91.82
2007-03-12,.VVIX,90.02
2007-03-13,.VVIX,94.53
2007-03-14,.VVIX,98.08
2007-03-15,.VVIX,99.55
2007-03-16,.VVIX,102.74
2007-03-19,.VVIX,93.9
2007-03-20,.VVIX,89.55
2007-03-21,.VVIX,94.13
2007-03-22,.VVIX,95.52
2007-03-23,.VVIX,96.37
2007-03-26,.VVIX,95.95
2007-03-27,.VVIX,101.0
2007-03-28,.VVIX,104.79
2007-03-29,.VVIX,102.31
2007-03-30,.VVIX,99.78
2007-04-02,.VVIX,98.92
2007-04-03,.VVIX,94.98
2007-04-04,.VVIX,96.12
2007-04-05,.VVIX,93.6
2007-04-05,.VVIX,93.6
2007-04-09,.VVIX,92.3
2007-04-10,.VVIX,87.37
2007-04-11,.VVIX,93.47
2007-04-12,.VVIX,91.38
2007-04-13,.VVIX,88.71
2007-04-16,.VVIX,83.98
2007-04-17,.VVIX,83.68
2007-04-18,.VVIX,80.59
2007-04-19,.VVIX,77.91
2007-04-20,.VVIX,79.18
2007-04-23,.VVIX,79.33
2007-04-24,.VVIX,77.83
2007-04-25,.VVIX,80.79
2007-04-26,.VVIX,81.67
2007-04-27,.VVIX,80.66
2007-04-30,.VVIX,85.33
2007-05-01,.VVIX,81.28
2007-05-02,.VVIX,82.59
2007-05-03,.VVIX,78.81
2007-05-04,.VVIX,77.1
2007-05-07,.VVIX,78.51
2007-05-08,.VVIX,79.9
2007-05-09,.VVIX,85.89
2007-05-10,.VVIX,83.58
2007-05-11,.VVIX,79.47
2007-05-14,.VVIX,82.02
2007-05-15,.VVIX,76.68
2007-05-16,.VVIX,70.26
2007-05-17,.VVIX,72.94
2007-05-18,.VVIX,75.43
2007-05-21,.VVIX,71.82
2007-05-22,.VVIX,72.36
2007-05-23,.VVIX,71.44
2007-05-24,.VVIX,74.36
2007-05-25,.VVIX,72.42
2007-05-25,.VVIX,72.42
2007-05-29,.VVIX,72.48
2007-05-30,.VVIX,71.61
2007-05-31,.VVIX,72.2
2007-06-01,.VVIX,70.19
2007-06-04,.VVIX,70.74
2007-06-05,.VVIX,69.24
2007-06-06,.VVIX,72.06
2007-06-07,.VVIX,75.83
2007-06-08,.VVIX,70.69
2007-06-11,.VVIX,68.73
2007-06-12,.VVIX,69.48
2007-06-13,.VVIX,68.81
2007-06-14,.VVIX,63.52
2007-06-15,.VVIX,64.03
2007-06-18,.VVIX,66.76
2007-06-19,.VVIX,67.24
2007-06-20,.VVIX,76.8
2007-06-21,.VVIX,74.76
2007-06-22,.VVIX,78.35
2007-06-25,.VVIX,78.07
2007-06-26,.VVIX,82.01
2007-06-27,.VVIX,78.48
2007-06-28,.VVIX,76.04
2007-06-29,.VVIX,76.94
2007-07-02,.VVIX,75.56
2007-07-03,.VVIX,74.63
2007-07-03,.VVIX,74.63
2007-07-05,.VVIX,75.86
2007-07-06,.VVIX,74.85
2007-07-09,.VVIX,73.05
2007-07-10,.VVIX,79.99
2007-07-11,.VVIX,81.55
2007-07-12,.VVIX,76.6
2007-07-13,.VVIX,76.65
2007-07-16,.VVIX,72.56
2007-07-17,.VVIX,72.41
2007-07-18,.VVIX,73.57
2007-07-19,.VVIX,72.02
2007-07-20,.VVIX,73.76
2007-07-23,.VVIX,74.56
2007-07-24,.VVIX,79.32
2007-07-25,.VVIX,75.31
2007-07-26,.VVIX,87.38
2007-07-27,.VVIX,97.23
2007-07-30,.VVIX,97.45
2007-07-31,.VVIX,104.08
2007-08-01,.VVIX,108.86
2007-08-02,.VVIX,100.8
2007-08-03,.VVIX,104.05
2007-08-06,.VVIX,95.22
2007-08-07,.VVIX,85.96
2007-08-08,.VVIX,82.52
2007-08-09,.VVIX,99.87
2007-08-10,.VVIX,108.91
2007-08-13,.VVIX,108.57
2007-08-14,.VVIX,114.96
2007-08-15,.VVIX,121.67
2007-08-16,.VVIX,142.99
2007-08-17,.VVIX,133.87
2007-08-20,.VVIX,125.04
2007-08-21,.VVIX,122.6
2007-08-22,.VVIX,117.47
2007-08-23,.VVIX,117.42
2007-08-24,.VVIX,111.95
2007-08-27,.VVIX,115.24
2007-08-28,.VVIX,119.79
2007-08-29,.VVIX,113.22
2007-08-30,.VVIX,112.66
2007-08-31,.VVIX,109.27
2007-08-31,.VVIX,109.27
2007-09-04,.VVIX,104.87
2007-09-05,.VVIX,107.91
2007-09-06,.VVIX,106.6
2007-09-07,.VVIX,108.22
2007-09-10,.VVIX,107.07
2007-09-11,.VVIX,103.75
2007-09-12,.VVIX,106.95
2007-09-13,.VVIX,104.63
2007-09-14,.VVIX,104.39
2007-09-17,.VVIX,102.22
2007-09-18,.VVIX,92.33
2007-09-19,.VVIX,97.7
2007-09-20,.VVIX,97.38
2007-09-21,.VVIX,98.14
2007-09-24,.VVIX,94.27
2007-09-25,.VVIX,94.33
2007-09-26,.VVIX,89.49
2007-09-27,.VVIX,87.57
2007-09-28,.VVIX,87.13
2007-10-01,.VVIX,84.48
2007-10-02,.VVIX,88.74
2007-10-03,.VVIX,87.65
2007-10-04,.VVIX,89.38
2007-10-05,.VVIX,83.91
2007-10-08,.VVIX,84.96
2007-10-09,.VVIX,79.93
2007-10-10,.VVIX,87.46
2007-10-11,.VVIX,95.78
2007-10-12,.VVIX,90.63
2007-10-15,.VVIX,86.18
2007-10-16,.VVIX,91.47
2007-10-17,.VVIX,89.48
2007-10-18,.VVIX,83.37
2007-10-19,.VVIX,91.56
2007-10-22,.VVIX,88.17
2007-10-23,.VVIX,86.42
2007-10-24,.VVIX,89.14
2007-10-25,.VVIX,90.82
2007-10-26,.VVIX,95.36
2007-10-29,.VVIX,95.01
2007-10-30,.VVIX,100.37
2007-10-31,.VVIX,93.62
2007-11-01,.VVIX,97.53
2007-11-02,.VVIX,97.46
2007-11-05,.VVIX,97.29
2007-11-06,.VVIX,92.7
2007-11-07,.VVIX,98.17
2007-11-08,.VVIX,97.36
2007-11-09,.VVIX,97.86
2007-11-12,.VVIX,98.09
2007-11-13,.VVIX,92.58
2007-11-14,.VVIX,94.39
2007-11-15,.VVIX,92.96
2007-11-16,.VVIX,92.8
2007-11-19,.VVIX,91.13
2007-11-20,.VVIX,91.34
2007-11-21,.VVIX,94.49
2007-11-21,.VVIX,94.49
2007-11-23,.VVIX,89.62
2007-11-26,.VVIX,91.55
2007-11-27,.VVIX,90.7
2007-11-28,.VVIX,91.62
2007-11-29,.VVIX,91.08
2007-11-30,.VVIX,88.88
2007-12-03,.VVIX,87.45
2007-12-04,.VVIX,86.85
2007-12-05,.VVIX,83.08
2007-12-06,.VVIX,81.51
2007-12-07,.VVIX,82.47
2007-12-10,.VVIX,81.5
2007-12-11,.VVIX,82.58
2007-12-12,.VVIX,89.41
2007-12-13,.VVIX,88.19
2007-12-14,.VVIX,85.82
2007-12-17,.VVIX,85.38
2007-12-18,.VVIX,80.83
2007-12-19,.VVIX,83.47
2007-12-20,.VVIX,79.44
2007-12-21,.VVIX,82.87
2007-12-24,.VVIX,79.85
2007-12-24,.VVIX,79.85
2007-12-26,.VVIX,80.79
2007-12-27,.VVIX,84.36
2007-12-28,.VVIX,84.03
2007-12-31,.VVIX,82.19
2007-12-31,.VVIX,82.19
2008-01-02,.VVIX,80.58
2008-01-03,.VVIX,79.33
2008-01-04,.VVIX,81.46
2008-01-07,.VVIX,79.51
2008-01-08,.VVIX,79.59
2008-01-09,.VVIX,89.37
2008-01-10,.VVIX,84.98
2008-01-11,.VVIX,84.66
2008-01-14,.VVIX,86.96
2008-01-15,.VVIX,81.13
2008-01-16,.VVIX,80.51
2008-01-17,.VVIX,84.99
2008-01-18,.VVIX,77.24
2008-01-18,.VVIX,77.24
2008-01-22,.VVIX,86.58
2008-01-23,.VVIX,82.68
2008-01-24,.VVIX,81.31
2008-01-25,.VVIX,79.0
2008-01-28,.VVIX,76.43
2008-01-29,.VVIX,77.46
2008-01-30,.VVIX,76.41
2008-01-31,.VVIX,75.21
2008-02-01,.VVIX,73.94
2008-02-04,.VVIX,73.9
2008-02-05,.VVIX,75.06
2008-02-06,.VVIX,74.63
2008-02-07,.VVIX,72.0
2008-02-08,.VVIX,72.6
2008-02-11,.VVIX,71.41
2008-02-12,.VVIX,72.52
2008-02-13,.VVIX,71.44
2008-02-14,.VVIX,69.23
2008-02-15,.VVIX,74.72
2008-02-15,.VVIX,74.72
2008-02-19,.VVIX,69.6
2008-02-20,.VVIX,71.29
2008-02-21,.VVIX,69.65
2008-02-22,.VVIX,65.47
2008-02-25,.VVIX,68.92
2008-02-26,.VVIX,68.59
2008-02-27,.VVIX,67.56
2008-02-28,.VVIX,66.61
2008-02-29,.VVIX,69.81
2008-03-03,.VVIX,71.02
2008-03-04,.VVIX,69.95
2008-03-05,.VVIX,68.51
2008-03-06,.VVIX,74.53
2008-03-07,.VVIX,76.02
2008-03-10,.VVIX,77.45
2008-03-11,.VVIX,73.76
2008-03-12,.VVIX,73.94
2008-03-13,.VVIX,75.56
2008-03-14,.VVIX,80.99
2008-03-17,.VVIX,80.71
2008-03-18,.VVIX,72.97
2008-03-19,.VVIX,70.5
2008-03-20,.VVIX,66.97
2008-03-20,.VVIX,66.97
2008-03-24,.VVIX,68.82
2008-03-25,.VVIX,68.65
2008-03-26,.VVIX,69.56
2008-03-27,.VVIX,69.0
2008-03-28,.VVIX,68.79
2008-03-31,.VVIX,67.64
2008-04-01,.VVIX,66.96
2008-04-02,.VVIX,67.61
2008-04-03,.VVIX,66.11
2008-04-04,.VVIX,64.56
2008-04-07,.VVIX,67.4
2008-04-08,.VVIX,67.3
2008-04-09,.VVIX,75.24
2008-04-10,.VVIX,75.47
2008-04-11,.VVIX,74.74
2008-04-14,.VVIX,72.39
2008-04-15,.VVIX,68.15
2008-04-16,.VVIX,66.36
2008-04-17,.VVIX,65.09
2008-04-18,.VVIX,62.09
2008-04-21,.VVIX,63.43
2008-04-22,.VVIX,62.84
2008-04-23,.VVIX,59.74
2008-04-24,.VVIX,62.75
2008-04-25,.VVIX,65.99
2008-04-28,.VVIX,66.48
2008-04-29,.VVIX,65.42
2008-04-30,.VVIX,64.69
2008-05-01,.VVIX,63.06
2008-05-02,.VVIX,63.68
2008-05-05,.VVIX,70.1
2008-05-06,.VVIX,69.04
2008-05-07,.VVIX,72.82
2008-05-08,.VVIX,73.45
2008-05-09,.VVIX,73.79
2008-05-12,.VVIX,72.0
2008-05-13,.VVIX,68.62
2008-05-14,.VVIX,71.18
2008-05-15,.VVIX,71.16
2008-05-16,.VVIX,75.77
2008-05-19,.VVIX,76.63
2008-05-20,.VVIX,79.8
2008-05-21,.VVIX,80.12
2008-05-22,.VVIX,83.62
2008-05-23,.VVIX,79.63
2008-05-23,.VVIX,79.63
2008-05-27,.VVIX,79.35
2008-05-28,.VVIX,77.7
2008-05-29,.VVIX,74.2
2008-05-30,.VVIX,73.46
2008-06-02,.VVIX,78.6
2008-06-03,.VVIX,79.72
2008-06-04,.VVIX,81.04
2008-06-05,.VVIX,79.35
2008-06-06,.VVIX,88.78
2008-06-09,.VVIX,92.23
2008-06-10,.VVIX,91.98
2008-06-11,.VVIX,93.87
2008-06-12,.VVIX,92.41
2008-06-13,.VVIX,86.91
2008-06-16,.VVIX,84.17
2008-06-17,.VVIX,80.89
2008-06-18,.VVIX,81.56
2008-06-19,.VVIX,77.91
2008-06-20,.VVIX,78.35
2008-06-23,.VVIX,78.37
2008-06-24,.VVIX,77.41
2008-06-25,.VVIX,76.01
2008-06-26,.VVIX,79.87
2008-06-27,.VVIX,79.54
2008-06-30,.VVIX,79.66
2008-07-01,.VVIX,79.44
2008-07-02,.VVIX,79.19
2008-07-03,.VVIX,76.44
2008-07-03,.VVIX,76.44
2008-07-07,.VVIX,75.43
2008-07-08,.VVIX,76.03
2008-07-09,.VVIX,81.69
2008-07-10,.VVIX,79.94
2008-07-11,.VVIX,77.18
2008-07-14,.VVIX,78.83
2008-07-15,.VVIX,73.07
2008-07-16,.VVIX,73.22
2008-07-17,.VVIX,72.46
2008-07-18,.VVIX,70.29
2008-07-21,.VVIX,71.6
2008-07-22,.VVIX,68.39
2008-07-23,.VVIX,67.25
2008-07-24,.VVIX,74.9
2008-07-25,.VVIX,73.7
2008-07-28,.VVIX,74.9
2008-07-29,.VVIX,71.03
2008-07-30,.VVIX,67.21
2008-07-31,.VVIX,72.95
2008-08-01,.VVIX,72.73
2008-08-04,.VVIX,73.17
2008-08-05,.VVIX,70.28
2008-08-06,.VVIX,71.6
2008-08-07,.VVIX,73.11
2008-08-08,.VVIX,73.05
2008-08-11,.VVIX,75.59
2008-08-12,.VVIX,72.4
2008-08-13,.VVIX,79.41
2008-08-14,.VVIX,74.37
2008-08-15,.VVIX,74.1
2008-08-18,.VVIX,72.85
2008-08-19,.VVIX,77.5
2008-08-20,.VVIX,73.42
2008-08-21,.VVIX,73.75
2008-08-22,.VVIX,73.56
2008-08-25,.VVIX,77.03
2008-08-26,.VVIX,73.14
2008-08-27,.VVIX,72.0
2008-08-28,.VVIX,68.05
2008-08-29,.VVIX,68.07
2008-08-29,.VVIX,68.07
2008-09-02,.VVIX,69.65
2008-09-03,.VVIX,69.93
2008-09-04,.VVIX,72.38
2008-09-05,.VVIX,70.39
2008-09-08,.VVIX,67.94
2008-09-09,.VVIX,70.68
2008-09-10,.VVIX,70.63
2008-09-11,.VVIX,71.03
2008-09-12,.VVIX,70.26
2008-09-15,.VVIX,79.37
2008-09-16,.VVIX,74.38
2008-09-17,.VVIX,93.04
2008-09-18,.VVIX,89.33
2008-09-19,.VVIX,79.37
2008-09-22,.VVIX,83.92
2008-09-23,.VVIX,84.77
2008-09-24,.VVIX,86.66
2008-09-25,.VVIX,82.96
2008-09-26,.VVIX,87.81
2008-09-29,.VVIX,99.86
2008-09-30,.VVIX,92.23
2008-10-01,.VVIX,89.76
2008-10-02,.VVIX,95.29
2008-10-03,.VVIX,94.68
2008-10-06,.VVIX,104.82
2008-10-07,.VVIX,106.47
2008-10-08,.VVIX,104.99
2008-10-09,.VVIX,108.05
2008-10-10,.VVIX,116.0
2008-10-13,.VVIX,110.07
2008-10-14,.VVIX,105.64
2008-10-15,.VVIX,114.93
2008-10-16,.VVIX,119.48
2008-10-17,.VVIX,117.45
2008-10-20,.VVIX,115.98
2008-10-21,.VVIX,114.28
2008-10-22,.VVIX,123.31
2008-10-23,.VVIX,121.61
2008-10-24,.VVIX,128.09
2008-10-27,.VVIX,134.87
2008-10-28,.VVIX,127.46
2008-10-29,.VVIX,124.73
2008-10-30,.VVIX,121.52
2008-10-31,.VVIX,116.94
2008-11-03,.VVIX,116.19
2008-11-04,.VVIX,116.29
2008-11-05,.VVIX,117.03
2008-11-06,.VVIX,125.0
2008-11-07,.VVIX,116.37
2008-11-10,.VVIX,116.53
2008-11-11,.VVIX,114.11
2008-11-12,.VVIX,123.26
2008-11-13,.VVIX,117.12
2008-11-14,.VVIX,118.34
2008-11-17,.VVIX,115.1
2008-11-18,.VVIX,106.9
2008-11-19,.VVIX,102.48
2008-11-20,.VVIX,106.71
2008-11-21,.VVIX,99.48
2008-11-24,.VVIX,92.31
2008-11-25,.VVIX,90.28
2008-11-26,.VVIX,89.32
2008-11-26,.VVIX,89.32
2008-11-28,.VVIX,88.41
2008-12-01,.VVIX,90.49
2008-12-02,.VVIX,87.08
2008-12-03,.VVIX,84.72
2008-12-04,.VVIX,83.94
2008-12-05,.VVIX,82.9
2008-12-08,.VVIX,82.1
2008-12-09,.VVIX,80.75
2008-12-10,.VVIX,86.46
2008-12-11,.VVIX,88.68
2008-12-12,.VVIX,86.27
2008-12-15,.VVIX,82.03
2008-12-16,.VVIX,79.99
2008-12-17,.VVIX,75.17
2008-12-18,.VVIX,81.26
2008-12-19,.VVIX,87.69
2008-12-22,.VVIX,87.04
2008-12-23,.VVIX,86.39
2008-12-24,.VVIX,85.1
2008-12-24,.VVIX,85.1
2008-12-26,.VVIX,83.74
2008-12-29,.VVIX,83.96
2008-12-30,.VVIX,80.89
2008-12-31,.VVIX,85.6
2008-12-31,.VVIX,85.6
2009-01-02,.VVIX,84.41
2009-01-05,.VVIX,90.89
2009-01-06,.VVIX,90.33
2009-01-07,.VVIX,93.99
2009-01-08,.VVIX,93.14
2009-01-09,.VVIX,91.52
2009-01-12,.VVIX,93.26
2009-01-13,.VVIX,92.5
2009-01-14,.VVIX,99.88
2009-01-15,.VVIX,96.44
2009-01-16,.VVIX,98.79
2009-01-16,.VVIX,98.79
2009-01-20,.VVIX,104.02
2009-01-21,.VVIX,100.81
2009-01-22,.VVIX,98.87
2009-01-23,.VVIX,95.7
2009-01-26,.VVIX,96.17
2009-01-27,.VVIX,95.48
2009-01-28,.VVIX,98.22
2009-01-29,.VVIX,98.98
2009-01-30,.VVIX,98.72
2009-02-02,.VVIX,96.48
2009-02-03,.VVIX,92.25
2009-02-04,.VVIX,91.57
2009-02-05,.VVIX,92.26
2009-02-06,.VVIX,94.01
2009-02-09,.VVIX,94.38
2009-02-10,.VVIX,95.98
2009-02-11,.VVIX,94.67
2009-02-12,.VVIX,91.04
2009-02-13,.VVIX,91.93
2009-02-13,.VVIX,91.93
2009-02-17,.VVIX,95.07
2009-02-18,.VVIX,89.11
2009-02-19,.VVIX,88.27
2009-02-20,.VVIX,90.66
2009-02-23,.VVIX,93.02
2009-02-24,.VVIX,89.13
2009-02-25,.VVIX,88.93
2009-02-26,.VVIX,89.37
2009-02-27,.VVIX,91.08
2009-03-02,.VVIX,93.86
2009-03-03,.VVIX,90.75
2009-03-04,.VVIX,85.6
2009-03-05,.VVIX,89.88
2009-03-06,.VVIX,88.26
2009-03-09,.VVIX,90.09
2009-03-10,.VVIX,85.36
2009-03-11,.VVIX,85.35
2009-03-12,.VVIX,81.81
2009-03-13,.VVIX,78.13
2009-03-16,.VVIX,80.07
2009-03-17,.VVIX,75.21
2009-03-18,.VVIX,74.8
2009-03-19,.VVIX,73.56
2009-03-20,.VVIX,73.11
2009-03-23,.VVIX,71.39
2009-03-24,.VVIX,70.16
2009-03-25,.VVIX,71.76
2009-03-26,.VVIX,70.97
2009-03-27,.VVIX,71.68
2009-03-30,.VVIX,74.68
2009-03-31,.VVIX,72.71
2009-04-01,.VVIX,70.39
2009-04-02,.VVIX,69.61
2009-04-03,.VVIX,67.86
2009-04-06,.VVIX,68.26
2009-04-07,.VVIX,66.39
2009-04-08,.VVIX,68.72
2009-04-09,.VVIX,65.22
2009-04-09,.VVIX,65.22
2009-04-13,.VVIX,67.51
2009-04-14,.VVIX,65.79
2009-04-15,.VVIX,64.95
2009-04-16,.VVIX,69.72
2009-04-17,.VVIX,68.92
2009-04-20,.VVIX,75.48
2009-04-21,.VVIX,75.48
2009-04-22,.VVIX,75.52
2009-04-23,.VVIX,72.81
2009-04-24,.VVIX,72.04
2009-04-27,.VVIX,74.16
2009-04-28,.VVIX,74.22
