,GPR,GEPU_current, New Orders,UMich Sentiment,Unemployment Rate,Recession Spread,Term Spread
2006-12-01,2.01711302550701,-0.5914234008598744,2.613189493347705,-0.3999999999999915,-0.0999999999999996,0.0,-0.0999999999999999
2007-01-01,7.46883262836265,13.239264554231015,-2.334396653462801,5.200000000000003,0.1999999999999993,0.0,0.0
2007-02-01,-1.820420448532396,-19.94234313273361,0.5820032062452081,-5.6000000000000085,-0.0999999999999996,0.0,0.0
2007-03-01,-10.113589409619836,14.615677644241803,2.65696877586745,-2.8999999999999915,-0.0999999999999996,0.0499999999999999,-0.3
2007-04-01,-13.996408437512978,-5.738009194472396,0.9937393080099239,-1.3000000000000114,0.0999999999999996,0.0,0.0
2007-05-01,17.26379853430932,-6.723313149666324,-0.15811039020747222,1.2000000000000028,-0.0999999999999996,0.0,0.0
2007-06-01,5.483923243109976,0.3819378868179356,0.14511610408049466,-3.0,0.1999999999999993,-0.03,0.42
2007-07-01,12.794320417280334,-15.637251449593665,0.8713237905803793,5.1000000000000085,0.1000000000000005,0.0,0.0
2007-08-01,-35.07505908723408,36.507462170718426,0.4715000950070482,-7.0,-0.1000000000000005,0.0,0.0
2007-09-01,11.975660575485604,22.36637452518785,-0.8837958866155633,0.0,0.1000000000000005,0.0,0.0
2007-10-01,6.882762012894311,-25.018995394225335,2.2387978392136096,-2.5,0.0,0.0,0.0
2007-11-01,-13.00463080142694,5.580578866452941,1.2912176550300059,-4.800000000000011,0.0,0.0499999999999999,-0.0899999999999999
2007-12-01,5.4461192815084765,11.418392426679059,3.4001421227824484,-0.5999999999999943,0.2999999999999998,0.0,0.0
2008-01-01,-16.524779905535723,29.293383797085486,-0.5427470773550377,2.9000000000000057,0.0,0.0,0.0
2008-02-01,-0.9267444022517973,-32.226372993736,-1.0474674592686726,-7.600000000000008,-0.0999999999999996,0.0,0.0
2008-03-01,-4.0127265101429614,13.562760933478746,0.02427035913800126,-1.2999999999999972,0.1999999999999993,0.0,0.0
2008-04-01,-7.970719938561485,-28.44732721798673,0.8493621936520691,-6.899999999999999,-0.0999999999999996,0.0,0.0
2008-05-01,0.921808003517096,-17.777115589862063,-0.03809874692802686,-2.8000000000000043,0.4000000000000003,-0.3600000000000001,0.1600000000000001
2008-06-01,17.10439090671344,11.818336355435232,1.5059483309622483,-3.3999999999999986,0.1999999999999993,0.0,0.0
2008-07-01,2.441672982725809,6.27091157495204,-1.524935894081323,4.800000000000004,0.2000000000000001,0.0,0.0
2008-08-01,-1.3386877050708523,-4.768164258019463,-2.9737308941669953,1.7999999999999972,0.2999999999999998,0.08,0.1699999999999999
2008-09-01,-0.013045594957541498,46.21210467574137,-2.515550939685556,7.299999999999997,0.0,0.0,0.0
2008-10-01,-38.00317329589337,18.539203058665247,-7.8219744350332965,-12.699999999999996,0.4000000000000003,0.0,0.0
2008-11-01,18.86822196480353,-43.60730674004542,-8.5283645305676,-2.3000000000000043,0.2999999999999998,0.0,0.0
2008-12-01,14.383430333718165,1.663421703282093,-5.812197324140196,4.800000000000004,0.5,0.0,0.0
2009-01-01,-8.196086204733202,0.27879994155711196,-6.383474163098624,1.1000000000000014,0.5,0.0,0.0
2009-02-01,-26.562032548454912,1.0413598352063749,-0.11918985866239255,-4.900000000000006,0.5000000000000009,0.0,0.0
2009-03-01,7.14705058227144,-11.730022260656952,-2.91484595013661,1.0,0.3999999999999986,0.0,0.0
2009-04-01,15.222435602873846,-27.728614333146854,0.30438123600309763,7.799999999999997,0.3000000000000007,0.0,0.0
2009-05-01,4.4517446287214,0.03952393306899011,1.5796737655855948,3.6000000000000085,0.4000000000000003,0.4399999999999999,0.5899999999999999
2009-06-01,-10.567522224216354,5.665421915057271,1.5391346424090702,2.0999999999999943,0.0999999999999996,0.4500000000000002,0.5300000000000002
2009-07-01,2.792477148744061,-8.48913953811971,1.0833770410049612,-4.799999999999997,0.0,-0.2400000000000002,-0.2000000000000001
2009-08-01,-13.721525810702486,-3.0503640166047776,1.9301470588235294,-0.2999999999999971,0.0999999999999996,0.0,0.0
2009-09-01,20.969529834806824,1.1677862508741808,0.9501961362959335,7.799999999999997,0.200000000000001,0.0,0.0
2009-10-01,-2.499092404584557,-15.115541426752818,1.8992579402036909,-2.9000000000000057,0.1999999999999993,-0.1200000000000001,-0.1300000000000003
2009-11-01,-10.322117093919084,13.161697446233427,0.8937730920705383,-3.1999999999999886,-0.0999999999999996,0.0,0.0
2009-12-01,11.668115985093005,-1.0473195225653977,0.524243925555747,5.099999999999994,0.0,0.0,0.0
2010-01-01,-1.4914558068223587,12.943661729047012,5.6648056612496,1.9000000000000057,-0.0999999999999996,0.0,0.0
2010-02-01,-13.447654504361376,-1.5326190893543754,0.13216138401633626,-0.8000000000000114,0.0,0.0,0.0
2010-03-01,-8.916198370791513,-3.507662265064592,1.6083502429746992,0.0,0.0999999999999996,-0.0099999999999997,-0.1
2010-04-01,16.498847617507,-3.61987922313954,0.045653898543565795,-1.3999999999999917,0.0,0.0299999999999998,0.25
2010-05-01,0.2215952732745363,29.310176327435244,0.8724682839973291,1.3999999999999917,-0.3000000000000007,0.0,0.0
2010-06-01,7.770554893189012,-9.710167267459273,-0.9350413355165942,2.4000000000000057,-0.1999999999999993,0.0,0.0
2010-07-01,-21.50670525444521,5.694655822112842,0.42304002227049703,-8.200000000000003,0.0,-0.1799999999999997,-0.3399999999999998
2010-08-01,1.9908764370252228,-17.25896014302876,1.4761701856722353,1.1000000000000083,0.0999999999999996,0.0,0.0
2010-09-01,-13.805701504812717,8.735577977746551,3.2448838878897948,-0.7000000000000028,0.0,0.0,0.0
2010-10-01,-7.844311273403282,-7.991887535846394,-1.0097408036761362,-0.5,-0.0999999999999996,0.04,-0.0700000000000002
2010-11-01,30.318549711129993,3.6863004195390916,2.016054330518471,3.899999999999992,0.4000000000000003,0.1999999999999997,0.1499999999999999
2010-12-01,2.570602625018749,2.1939754860725786,0.7764726687205071,2.9000000000000057,-0.5,0.1200000000000001,0.2800000000000002
2011-01-01,-22.3897232935797,-18.01993621760477,3.582854348108962,-0.2999999999999971,-0.200000000000001,0.0,0.0
2011-02-01,11.767964056757288,-17.631568727926755,-1.539723218862122,3.299999999999997,-0.0999999999999996,0.0,0.0
2011-03-01,34.24238266114613,26.206445862236706,5.216212189587009,-10.0,0.0,-0.1200000000000001,-0.06
2011-04-01,-50.397342605512996,-9.821058034055024,-1.9126795337568572,2.299999999999997,0.0999999999999996,-0.0899999999999998,0.1200000000000001
2011-05-01,13.600227524084449,-30.065511489054053,0.8930596507144476,4.5,-0.0999999999999996,0.0,0.0
2011-06-01,-24.828312995958562,24.117612973324974,-0.833432289673796,-2.799999999999997,0.0999999999999996,0.0,0.0
2011-07-01,-6.92696039546726,25.08371643960425,1.0296489269321423,-7.799999999999997,-0.0999999999999996,0.2000000000000001,0.29
2011-08-01,9.231356974114751,27.05703637440047,2.0194179726067127,-7.900000000000006,0.0,-0.33,-0.5300000000000002
2011-09-01,-4.320456644494096,-12.814287571498673,-2.4252855236402,3.700000000000003,0.0,-0.4300000000000001,-0.54
2011-10-01,-9.183284316214186,-14.518810098648405,1.1407262818325898,1.2999999999999972,-0.1999999999999993,0.0,0.0
2011-11-01,8.198571274306875,16.01440361224587,1.7964452775457063,2.9000000000000057,-0.200000000000001,0.0,0.0
2011-12-01,2.5587219147605844,-8.419726781234788,1.419968185020203,6.200000000000003,-0.0999999999999996,0.06,0.1
2012-01-01,-7.165636048961886,-12.83504423893271,0.6487856037714298,5.099999999999994,-0.1999999999999993,0.0,0.0
2012-02-01,13.857686093630475,-13.570280187428828,1.1132879885652325,0.2999999999999971,0.0,0.0,0.0
2012-03-01,-4.152597209476955,-5.889778191089901,-1.4139419802685427,0.9000000000000057,-0.1000000000000014,0.09,0.1399999999999999
2012-04-01,7.557755405817626,-5.600704249064957,-1.2588099827490942,0.2000000000000028,0.0,0.0,0.0
2012-05-01,-22.828787679154406,20.494442258662623,-0.2261640048361051,2.8999999999999915,0.0,0.0,0.0
2012-06-01,-0.44810262244148286,15.224024671065148,-2.3080000432493213,-6.099999999999994,0.0,-0.49,-0.49
2012-07-01,6.0206583621811065,-18.062898464506212,2.1639095930927534,-0.9000000000000057,0.0,0.0,0.0
2012-08-01,-10.59006225103052,-30.319056260588418,-3.694871451732149,2.0,-0.0999999999999996,0.0,0.0
2012-09-01,-8.07997370256923,19.160573293913195,4.112173911214236,4.0,-0.2999999999999998,0.0,0.0
2012-10-01,15.163605142836856,4.675857948494178,0.6557897794598616,4.299999999999997,0.0,0.0,0.0
2012-11-01,-0.3366828513532603,8.175443203092907,-0.5410436785086945,0.1000000000000085,-0.0999999999999996,0.06,0.1099999999999998
2012-12-01,-8.763792624263356,-3.1079576071344293,2.5719760243686745,-9.799999999999995,0.2000000000000001,0.0,0.0
2013-01-01,17.456841940848424,-0.36544376006986007,-0.6666515545242663,0.8999999999999915,0.0999999999999996,0.0,0.0
2013-02-01,-11.113034270513534,-33.744683546674366,3.184224124687513,3.799999999999997,-0.2999999999999998,0.0,0.0
2013-03-01,-7.501788059531952,11.313088588634807,-5.470472871740484,1.0,-0.2000000000000001,-0.1599999999999999,-0.2299999999999999
2013-04-01,20.19932810732314,-5.973389497743732,1.3355977386397373,-2.1999999999999886,0.0999999999999996,0.0199999999999997,0.03
2013-05-01,-13.605974156921228,-25.69570266945113,2.5701761660965725,8.099999999999994,-0.0999999999999996,-0.1699999999999999,-0.1799999999999999
2013-06-01,-0.8970489280523691,11.039971706019344,1.4630169642198672,-0.4000000000000057,0.0,0.0,0.0
2013-07-01,-12.162343064129113,-10.212902823794112,-4.235029159455579,1.0,-0.2000000000000001,0.0,0.0
2013-08-01,18.66924042116501,8.42578692316034,0.7511928769676799,-3.0,-0.0999999999999996,0.2299999999999999,0.2400000000000002
2013-09-01,9.45913032978024,10.79568867587422,2.3840291783915655,-4.599999999999994,0.0,0.0,0.0
2013-10-01,-37.70395470205272,16.405747453875506,-0.9813446942749472,-4.299999999999997,0.0,0.0,0.0
2013-11-01,6.204635528510439,-64.7084938787645,2.291292215723464,1.8999999999999917,-0.2999999999999998,-0.0100000000000002,-0.0300000000000002
2013-12-01,-10.524755192049144,19.246362868542953,-0.6050107195591494,7.400000000000006,-0.2000000000000001,0.0,0.0
2014-01-01,9.68155813768127,-7.492760594898624,-2.7831230040970563,-1.2999999999999972,-0.1000000000000005,0.0,0.0
2014-02-01,-12.915927261308893,-13.029933362836191,1.9716988539022282,0.3999999999999915,0.1000000000000005,0.0,0.0
2014-03-01,42.419595149546275,13.528182704577652,0.25301763693575563,-1.5999999999999943,0.0,0.0,0.0
2014-04-01,-28.55242613514624,-11.682895242430712,0.7191046180591552,4.099999999999994,-0.5,0.0,0.0
2014-05-01,-11.737769093477779,2.369285185928436,-1.2783055535925212,-2.1999999999999886,0.0999999999999996,-0.1099999999999998,-0.1299999999999999
2014-06-01,15.529714261260311,-20.20297477305582,0.7828949081781266,0.5999999999999943,-0.2000000000000001,0.0,0.0
2014-07-01,28.81852829404779,7.021742958081354,10.749604412698128,-0.7000000000000028,0.1000000000000005,0.0,0.0
2014-08-01,-1.6917841875586692,6.315705018223055,-12.910421848250914,0.7000000000000028,-0.1000000000000005,-0.06,-0.0699999999999998
2014-09-01,-3.716217352569918,19.473353000739106,-0.4931904818903133,2.0999999999999943,-0.1999999999999993,0.0,0.0
2014-10-01,-57.24967546279894,-3.589036307054004,-1.55972168136761,2.300000000000012,-0.2000000000000001,0.0,0.0
2014-11-01,0.8521534897994206,-4.5869113959106995,-2.004817109566124,1.8999999999999917,0.0999999999999996,0.0,0.0
2014-12-01,2.4803712846078865,-2.257344946891072,-2.338186362336079,4.799999999999997,-0.2000000000000001,0.0,0.0
2015-01-01,22.73457577089381,18.114621150889825,-1.5303816127095047,4.5,0.1000000000000005,0.0,0.0
2015-02-01,-0.054498256805601886,-20.483958434303133,-1.1801124211196155,-2.6999999999999886,-0.2000000000000001,0.0,0.0
2015-03-01,-7.376994764800281,-8.744232527877568,2.302850284510374,-2.4000000000000057,-0.0999999999999996,0.0,0.0
2015-04-01,-2.0009463718629363,-1.7735923181959685,-0.6437260069217383,2.9000000000000057,0.0,0.0,0.0
2015-05-01,-33.99864904016223,4.007120539998333,-2.063492415456902,-5.200000000000003,0.1999999999999993,0.1999999999999999,0.2699999999999998
2015-06-01,11.225807551723301,9.350521642502844,2.7674588578734376,5.399999999999992,-0.2999999999999998,0.03,0.06
2015-07-01,19.570224202433995,8.752263507545166,-0.9129221122528681,-3.0,-0.0999999999999996,0.1899999999999999,0.25
2015-08-01,-29.498745031046308,1.6953966824675075,-1.9409056228818822,-1.1999999999999886,-0.1000000000000005,0.0,0.0
2015-09-01,16.4921987682656,24.983871034033204,-1.6333578284410744,-4.700000000000003,-0.0999999999999996,0.0,0.0
2015-10-01,-7.4354738907935936,-39.30466727286564,1.6153999689516756,2.799999999999997,0.0,-0.06,-0.0900000000000003
2015-11-01,39.003186695657,-22.934530961515936,-1.5679728977878087,1.2999999999999972,0.0999999999999996,0.0,0.0
2015-12-01,-1.6723260426406907,9.911854640616,-1.7837122766634035,1.2999999999999972,-0.0999999999999996,0.0,0.0
2016-01-01,-25.400087555507167,24.4298847705018,1.549098033550624,-0.5999999999999943,-0.2000000000000001,0.0,0.0
2016-02-01,-13.938836977781804,4.01941774203011,-2.7449234222951975,-0.2999999999999971,0.1000000000000005,0.0,0.0
2016-03-01,5.4416936265242,6.255412475018914,1.237293803453062,-0.7000000000000028,0.0999999999999996,-0.1799999999999999,-0.1200000000000001
2016-04-01,-28.747269731299856,-14.94824195453135,2.643532321112803,-2.0,0.0999999999999996,0.05,0.06
2016-05-01,3.521888714428264,-8.864945316813781,-1.4179649602087823,5.700000000000003,-0.2999999999999998,0.0,0.0
2016-06-01,2.035873028739562,45.43458100321968,-2.77087628207065,-1.2000000000000028,0.1000000000000005,0.0,0.0
2016-07-01,21.326433687801558,-2.88084008876347,1.2045730608233622,-3.5,-0.1000000000000005,-0.0699999999999999,-0.3700000000000001
2016-08-01,-16.074748503904118,-64.8584434108023,0.7864060196966003,-0.2000000000000028,0.1000000000000005,-0.03,0.04
2016-09-01,5.554284945316879,3.732659933324433,-0.045355091621843376,1.4000000000000057,0.0999999999999996,-0.0499999999999999,0.02
2016-10-01,-21.92177795904914,-11.135387652183317,3.8970369202193837,-4.0,-0.0999999999999996,0.0,0.0
2016-11-01,-3.411813060096554,46.64108250021704,-4.370726488399367,6.599999999999994,-0.2000000000000001,0.0,0.0
2016-12-01,18.850678541130232,-13.039351375663239,2.3521664397169455,4.400000000000006,0.0,0.31,0.49
2017-01-01,2.8714180702557206,16.347262707458547,0.2176203427130597,0.2999999999999971,0.0,0.0,0.0
2017-02-01,7.884961016098596,-31.552934993544763,0.8125932062966033,-2.200000000000003,-0.1000000000000005,0.0,0.0
2017-03-01,-18.182149771463667,14.166771644836606,-0.10726766045914982,0.6000000000000085,-0.1999999999999993,-0.09,-0.1399999999999999
2017-04-01,19.10602546926778,-29.906446918487145,0.4662548595731941,0.0999999999999943,0.0,0.0,0.0
2017-05-01,-16.45541536593921,-9.20100818776791,-0.8926370216707127,0.0999999999999943,0.0,0.0,0.0
2017-06-01,19.093967021071087,2.1764706199905945,3.0718523685275603,-2.0999999999999943,-0.1000000000000005,-0.12,-0.27
2017-07-01,-23.319471123628528,-13.686271058313851,-3.954685936930021,-1.5999999999999943,0.0,0.0,0.0
2017-08-01,25.783395793809056,-5.854845674656921,1.4833596066715906,3.3999999999999915,0.1000000000000005,0.0,0.0
2017-09-01,-19.90503278307791,10.417138164577116,1.6420282909417376,-1.7000000000000028,-0.1000000000000005,-0.1099999999999999,-0.04
2017-10-01,-26.32020834746199,-4.569249989335321,0.5870305695684043,5.6000000000000085,-0.0999999999999996,0.0,0.0
2017-11-01,1.2251555091583453,3.4050551236541535,1.4849676756178163,-2.200000000000003,0.0,0.0,0.0
2017-12-01,-11.94145349120881,-4.236612350624674,2.275557474222525,-2.5999999999999943,-0.1000000000000005,-0.17,-0.0899999999999998
2018-01-01,10.504026393355964,1.416248078630858,-2.384645788089096,-0.2000000000000028,-0.0999999999999996,0.0,0.0
2018-02-01,-43.31651921036913,-21.508254612297254,1.799803430164497,4.0,0.0999999999999996,0.0,0.0
2018-03-01,42.39902741524057,25.93212930750766,1.5034920478322171,1.7000000000000028,-0.0999999999999996,-0.03,-0.1200000000000001
2018-04-01,9.168310495104425,-6.8567045940768026,-0.07672355454263094,-2.6000000000000085,0.0,0.0,0.0
2018-05-01,1.9123175812583728,10.378906165300684,0.8166654425865628,-0.7999999999999972,-0.2000000000000001,0.0,0.0
2018-06-01,-20.869792126449028,1.3681761262841323,-0.10354186706204548,0.2000000000000028,0.2000000000000001,-0.0499999999999999,-0.1500000000000001
2018-07-01,5.507519738038224,20.285622517822482,-1.4587136383509076,-0.2999999999999971,-0.2000000000000001,0.0,0.0
2018-08-01,2.4066137214174357,-24.334342534721188,2.381713296331656,-1.7000000000000028,0.0,0.0,0.0
2018-09-01,-50.21427265923969,8.164398920665205,0.43319511099743624,3.899999999999992,-0.0999999999999996,0.0,0.0
2018-10-01,18.434274256134593,11.63153262608853,-1.8217647987630698,-1.5,0.0999999999999996,0.0,0.0
2018-11-01,-14.437561241701562,10.319617816924652,-2.073883675806016,-1.0999999999999943,0.0,0.0299999999999999,-0.04
2018-12-01,11.257414874612332,8.707857196353979,0.6155478354933328,0.7999999999999972,0.1,0.0,0.0
2019-01-01,-3.6415166196404316,-2.8621801403063656,-1.2639295569926903,-7.099999999999994,0.1,0.0,0.0
2019-02-01,9.685996561576388,-28.025259932370233,-0.6782436077978927,2.5999999999999943,-0.2000000000000001,0.0,0.0
2019-03-01,-17.578246702278026,18.056575080485302,1.8801490801107903,4.6000000000000085,0.0,0.03,0.02
2019-04-01,-3.87976096823345,-31.02013527359096,-1.4602084745297501,-1.2000000000000028,-0.0999999999999996,-0.0499999999999999,-0.26
2019-05-01,25.563977174566126,20.660731700709174,-2.0048586971972036,2.799999999999997,-0.1,0.0499999999999999,0.03
2019-06-01,0.10934979781347545,23.72200666727994,-1.2062216099810805,-1.7999999999999972,0.0,0.0,0.0
2019-07-01,-13.972438284884245,-20.735171034288346,1.2581946220035554,0.2000000000000028,0.1,0.0,0.0
2019-08-01,9.557776691705358,17.499712848171953,0.07269254922877076,-8.600000000000009,-0.1,-0.0799999999999999,0.0099999999999999
2019-09-01,-14.425938391246795,-16.0631812940947,-1.4431982057653752,3.4000000000000057,-0.1,0.0,0.0
2019-10-01,7.633883815972592,-5.96762092472137,-0.49991558442982215,2.299999999999997,0.1,0.0,0.0
2019-11-01,-33.87916517461446,-1.9536429677051306,-1.8890981432953324,1.2999999999999972,0.0,0.08,0.38
2019-12-01,1.6175408129035147,4.74472081990865,0.7298541622312114,2.5,0.0,0.0,0.0
2020-01-01,46.337678600857295,-16.698238653334503,1.8254023549083813,0.5,0.0,0.0,0.0
2020-02-01,-82.2393863502794,1.0933574187750923,0.5359799554324547,1.2000000000000028,-0.1,0.0,0.0
2020-03-01,6.848749697664072,35.42554392677135,-11.3441710631649,-11.900000000000006,0.9000000000000004,0.0,0.0
2020-04-01,-17.59552284690003,0.5447415385245621,-16.589825476790214,-17.299999999999997,10.4,0.0,0.0
2020-05-01,-1.2147389273510927,16.854778172552507,5.427185111332668,0.5,-1.6000000000000014,0.0499999999999999,-0.01
2020-06-01,3.819631965713715,-31.304339316522245,6.704385917044108,5.799999999999997,-2.1999999999999997,0.08,0.0
2020-07-01,-7.152614559797521,6.673865080155944,6.3952003492006,-5.599999999999994,-0.8000000000000007,0.0,0.03
2020-08-01,-1.5385572803173981,-16.793391434276746,1.490120376109585,1.5999999999999943,-1.799999999999999,0.0,0.0
2020-09-01,18.55165110869973,-4.012201252192122,0.6729141818594877,6.300000000000011,-0.6000000000000005,0.0,0.0
2020-10-01,-5.644102963256589,5.763314193518332,1.9772677673509198,1.3999999999999917,-0.8999999999999995,-0.01,0.0299999999999999
2020-11-01,-8.585584115128645,16.465935506489306,1.171494155734115,-4.899999999999992,-0.2000000000000001,0.0,0.0
2020-12-01,-9.365427128401697,-24.622306887974855,2.0745555524425487,3.799999999999997,0.0,0.0,0.0
2021-01-01,17.24571674545185,-5.36505769761013,3.977459682175724,-1.7000000000000028,-0.2999999999999998,0.0,0.0
2021-02-01,-4.680974153638056,-30.235724450952546,0.791861706495853,-2.200000000000003,-0.2000000000000001,0.0,0.0
2021-03-01,5.929836611750402,-0.06135810415093224,1.126405469430342,8.100000000000009,-0.1000000000000005,0.3400000000000001,0.3799999999999999
2021-04-01,10.828925929569978,-7.990309168655409,0.6028848889364167,3.3999999999999915,0.0,0.1999999999999999,0.27
2021-05-01,5.204882339560602,-4.756432031644485,1.40016512319583,-5.399999999999992,-0.2999999999999998,0.0,0.0
2021-06-01,-25.46977714056931,-6.391924735712553,1.4844315003655222,2.5999999999999943,0.1000000000000005,0.0,0.0
2021-07-01,-26.884877712549038,13.004230102602133,1.4577704301272556,-4.299999999999997,-0.5,-0.2299999999999999,-0.1700000000000001
2021-08-01,34.715586706352305,4.998742350796658,1.6620198735869698,-10.900000000000006,-0.3000000000000007,0.0,0.0
2021-09-01,-10.892083690511768,-5.363189219427652,-1.0218686804732138,2.5,-0.3999999999999994,0.0,0.0
2021-10-01,-2.110272509972467,-5.224803181707896,2.626387176325524,-1.0999999999999943,-0.2000000000000001,0.0999999999999998,0.1799999999999999
2021-11-01,8.709695983648592,14.380596200680085,1.7462319167800167,-4.299999999999997,-0.2999999999999998,-0.1299999999999999,0.09
2021-12-01,17.823532798588626,14.301714699864121,0.8927012079755494,3.1999999999999886,-0.3000000000000002,-0.21,-0.1599999999999999
2022-01-01,24.034303147244493,-14.685758383437273,2.1158839095237925,-3.3999999999999915,0.1,0.0,0.0
2022-02-01,35.84584486577449,-20.941946478287928,0.1294705578971705,-4.400000000000006,-0.2000000000000001,0.0,0.0
2022-03-01,32.228978286879936,41.87621893459637,2.0557680650488077,-3.3999999999999986,-0.0999999999999996,-0.22,-0.2200000000000002
2022-04-01,-66.86709102773158,-8.947836524943414,0.569985607473722,5.800000000000004,0.0,-0.4599999999999999,0.4600000000000002
2022-05-01,-34.36323212613205,-3.99106689095237,1.0349301790645178,-6.800000000000004,-0.1,0.0,0.0
2022-06-01,-8.837425950279213,-5.770553853091149,1.1098888246670588,-8.399999999999999,0.0,0.0,0.0
2022-07-01,-11.5471319540794,13.197374872574724,-0.9420613452006371,1.5,-0.1,-0.24,-0.6400000000000001
2022-08-01,11.806468899055563,-23.407188087972095,-0.36801071575765903,6.700000000000003,0.1,-0.3399999999999999,-1.11
2022-09-01,-0.6647301344558838,8.822701378025124,-0.7876850436766251,0.3999999999999986,-0.1,0.0499999999999999,0.2499999999999999
2022-10-01,7.80689835703259,6.403100885212375,2.141883251611155,1.2999999999999972,0.1,0.0,0.0
2022-11-01,-22.658473652879085,9.355529774662283,-2.176031122748299,-3.199999999999996,0.0,0.0,0.0
2022-12-01,-4.96452270561935,-26.18728081487275,-0.28775579980665866,3.0999999999999943,-0.1,-0.25,-0.64
2023-01-01,-6.6453346835947045,-6.508992922907623,1.5756559111865762,5.1000000000000085,0.0,0.0,0.0
2023-02-01,13.82488464733694,-1.6435970449230979,-1.7971662678760225,2.0,0.1,0.0,0.0
2023-03-01,-14.817239105485505,21.685382561298113,0.08982103549581386,-4.900000000000006,-0.1,-0.18,0.38
2023-04-01,1.3385305671420678,-34.115369652751156,0.8838996972733942,1.7000000000000028,-0.1,0.0,0.0
2023-05-01,1.528591392491677,-1.3726531645074596,-0.5111039186941494,-4.700000000000003,0.2000000000000001,0.0,0.0
2023-06-01,1.8649087991164646,0.582340332811473,1.3151849201238666,5.200000000000003,0.0,-0.1699999999999999,-0.2099999999999999
2023-07-01,-2.866632768907959,-1.5006980193210573,-1.0197408719388363,7.299999999999997,-0.1,0.0,0.0
2023-08-01,-6.236432882592805,-7.304097318707606,0.9861087145563793,-2.0999999999999943,0.2000000000000001,0.0,0.0
2023-09-01,-2.5410608169914726,13.540284715586168,1.445988426031159,-1.6000000000000083,0.0999999999999996,0.18,0.1399999999999999
2023-10-01,50.155994541636815,-8.043667866691253,-3.045639481925516,-4.0,0.1,0.0,0.0
2023-11-01,-26.287101340917406,8.415688897951279,3.5687097934565286,-2.5,-0.1999999999999997,0.0,0.0
2023-12-01,-10.13264407560915,0.5967869679876351,-2.1290592667902635,8.400000000000006,0.0999999999999996,-0.16,-0.4099999999999999
2024-01-01,11.166855283962951,3.5361127510240555,-2.3752005135946908,9.299999999999995,-0.0999999999999996,0.0,0.0
2024-02-01,-9.325794118783563,-36.812588062876785,1.3816577132348629,-2.0999999999999943,0.1999999999999997,0.0,0.0
2024-03-01,-10.138118064371739,1.5278686026870614,0.7341344252020283,2.5,0.0,-0.0199999999999999,0.32
