Date,UMich Sentiment,Unemployment Rate,Recession Spread,Term Spread
2008-09-01,7.299999999999997,0.0,0.0,0.0
2008-10-01,-12.699999999999996,0.40000000000000036,0.0,0.0
2008-11-01,-2.3000000000000043,0.2999999999999998,0.0,0.0
2008-12-01,4.800000000000004,0.5,0.0,0.0
2009-01-01,1.1000000000000014,0.5,0.0,0.0
2009-02-01,-4.900000000000006,0.5000000000000009,0.0,0.0
2009-03-01,1.0,0.3999999999999986,0.0,0.0
2009-04-01,7.799999999999997,0.3000000000000007,0.0,0.0
2009-05-01,3.6000000000000085,0.40000000000000036,0.43999999999999995,0.5899999999999999
2009-06-01,2.0999999999999943,0.09999999999999964,0.4500000000000002,0.5300000000000002
2009-07-01,-4.799999999999997,0.0,-0.2400000000000002,-0.20000000000000018
2009-08-01,-0.29999999999999716,0.09999999999999964,0.0,0.0
2009-09-01,7.799999999999997,0.20000000000000107,0.0,0.0
2009-10-01,-2.9000000000000057,0.1999999999999993,-0.1200000000000001,-0.13000000000000034
2009-11-01,-3.1999999999999886,-0.09999999999999964,0.0,0.0
2009-12-01,5.099999999999994,0.0,0.0,0.0
2010-01-01,1.9000000000000057,-0.09999999999999964,0.0,0.0
2010-02-01,-0.8000000000000114,0.0,0.0,0.0
2010-03-01,0.0,0.09999999999999964,-0.009999999999999787,-0.10000000000000009
2010-04-01,-1.3999999999999915,0.0,0.029999999999999805,0.25
2010-05-01,1.3999999999999915,-0.3000000000000007,0.0,0.0
2010-06-01,2.4000000000000057,-0.1999999999999993,0.0,0.0
2010-07-01,-8.200000000000003,0.0,-0.17999999999999972,-0.33999999999999986
2010-08-01,1.1000000000000085,0.09999999999999964,0.0,0.0
2010-09-01,-0.7000000000000028,0.0,0.0,0.0
2010-10-01,-0.5,-0.09999999999999964,0.040000000000000036,-0.07000000000000028
2010-11-01,3.8999999999999915,0.40000000000000036,0.19999999999999973,0.1499999999999999
2010-12-01,2.9000000000000057,-0.5,0.1200000000000001,0.28000000000000025
2011-01-01,-0.29999999999999716,-0.20000000000000107,0.0,0.0
2011-02-01,3.299999999999997,-0.09999999999999964,0.0,0.0
2011-03-01,-10.0,0.0,-0.1200000000000001,-0.06000000000000005
2011-04-01,2.299999999999997,0.09999999999999964,-0.08999999999999986,0.1200000000000001
2011-05-01,4.5,-0.09999999999999964,0.0,0.0
2011-06-01,-2.799999999999997,0.09999999999999964,0.0,0.0
2011-07-01,-7.799999999999997,-0.09999999999999964,0.20000000000000018,0.29000000000000004
2011-08-01,-7.900000000000006,0.0,-0.33000000000000007,-0.5300000000000002
2011-09-01,3.700000000000003,0.0,-0.43000000000000016,-0.54
2011-10-01,1.2999999999999972,-0.1999999999999993,0.0,0.0
2011-11-01,2.9000000000000057,-0.20000000000000107,0.0,0.0
2011-12-01,6.200000000000003,-0.09999999999999964,0.06000000000000005,0.10000000000000009
2012-01-01,5.099999999999994,-0.1999999999999993,0.0,0.0
2012-02-01,0.29999999999999716,0.0,0.0,0.0
2012-03-01,0.9000000000000057,-0.10000000000000142,0.09000000000000008,0.1399999999999999
2012-04-01,0.20000000000000284,0.0,0.0,0.0
2012-05-01,2.8999999999999915,0.0,0.0,0.0
2012-06-01,-6.099999999999994,0.0,-0.49,-0.49
2012-07-01,-0.9000000000000057,0.0,0.0,0.0
2012-08-01,2.0,-0.09999999999999964,0.0,0.0
2012-09-01,4.0,-0.2999999999999998,0.0,0.0
2012-10-01,4.299999999999997,0.0,0.0,0.0
2012-11-01,0.10000000000000853,-0.09999999999999964,0.06000000000000005,0.10999999999999988
2012-12-01,-9.799999999999997,0.20000000000000018,0.0,0.0
2013-01-01,0.8999999999999915,0.09999999999999964,0.0,0.0
2013-02-01,3.799999999999997,-0.2999999999999998,0.0,0.0
2013-03-01,1.0,-0.20000000000000018,-0.15999999999999992,-0.22999999999999998
2013-04-01,-2.1999999999999886,0.09999999999999964,0.019999999999999796,0.030000000000000027
2013-05-01,8.099999999999994,-0.09999999999999964,-0.16999999999999993,-0.17999999999999994
2013-06-01,-0.4000000000000057,0.0,0.0,0.0
2013-07-01,1.0,-0.20000000000000018,0.0,0.0
2013-08-01,-3.0,-0.09999999999999964,0.22999999999999998,0.2400000000000002
2013-09-01,-4.599999999999994,0.0,0.0,0.0
2013-10-01,-4.299999999999997,0.0,0.0,0.0
2013-11-01,1.8999999999999915,-0.2999999999999998,-0.010000000000000231,-0.03000000000000025
2013-12-01,7.400000000000006,-0.20000000000000018,0.0,0.0
2014-01-01,-1.2999999999999972,-0.10000000000000053,0.0,0.0
2014-02-01,0.3999999999999915,0.10000000000000053,0.0,0.0
2014-03-01,-1.5999999999999943,0.0,0.0,0.0
2014-04-01,4.099999999999994,-0.5,0.0,0.0
2014-05-01,-2.1999999999999886,0.09999999999999964,-0.10999999999999988,-0.1299999999999999
2014-06-01,0.5999999999999943,-0.20000000000000018,0.0,0.0
2014-07-01,-0.7000000000000028,0.10000000000000053,0.0,0.0
2014-08-01,0.7000000000000028,-0.10000000000000053,-0.06000000000000005,-0.06999999999999984
2014-09-01,2.0999999999999943,-0.1999999999999993,0.0,0.0
2014-10-01,2.3000000000000114,-0.20000000000000018,0.0,0.0
2014-11-01,1.8999999999999915,0.09999999999999964,0.0,0.0
2014-12-01,4.799999999999997,-0.20000000000000018,0.0,0.0
2015-01-01,4.5,0.10000000000000053,0.0,0.0
2015-02-01,-2.6999999999999886,-0.20000000000000018,0.0,0.0
2015-03-01,-2.4000000000000057,-0.09999999999999964,0.0,0.0
2015-04-01,2.9000000000000057,0.0,0.0,0.0
2015-05-01,-5.200000000000003,0.1999999999999993,0.19999999999999996,0.2699999999999998
2015-06-01,5.3999999999999915,-0.2999999999999998,0.030000000000000027,0.06000000000000005
2015-07-01,-3.0,-0.09999999999999964,0.18999999999999995,0.25
2015-08-01,-1.1999999999999886,-0.10000000000000053,0.0,0.0
2015-09-01,-4.700000000000003,-0.09999999999999964,0.0,0.0
2015-10-01,2.799999999999997,0.0,-0.06000000000000005,-0.0900000000000003
2015-11-01,1.2999999999999972,0.09999999999999964,0.0,0.0
2015-12-01,1.2999999999999972,-0.09999999999999964,0.0,0.0
2016-01-01,-0.5999999999999943,-0.20000000000000018,0.0,0.0
2016-02-01,-0.29999999999999716,0.10000000000000053,0.0,0.0
2016-03-01,-0.7000000000000028,0.09999999999999964,-0.17999999999999994,-0.1200000000000001
2016-04-01,-2.0,0.09999999999999964,0.050000000000000044,0.06000000000000005
2016-05-01,5.700000000000003,-0.2999999999999998,0.0,0.0
2016-06-01,-1.2000000000000028,0.10000000000000053,0.0,0.0
2016-07-01,-3.5,-0.10000000000000053,-0.06999999999999995,-0.3700000000000001
2016-08-01,-0.20000000000000284,0.10000000000000053,-0.030000000000000027,0.040000000000000036
2016-09-01,1.4000000000000057,0.09999999999999964,-0.04999999999999993,0.020000000000000018
2016-10-01,-4.0,-0.09999999999999964,0.0,0.0
2016-11-01,6.599999999999994,-0.20000000000000018,0.0,0.0
2016-12-01,4.400000000000006,0.0,0.31000000000000005,0.49
2017-01-01,0.29999999999999716,0.0,0.0,0.0
2017-02-01,-2.200000000000003,-0.10000000000000053,0.0,0.0
2017-03-01,0.6000000000000085,-0.1999999999999993,-0.09000000000000008,-0.1399999999999999
2017-04-01,0.09999999999999432,0.0,0.0,0.0
2017-05-01,0.09999999999999432,0.0,0.0,0.0
2017-06-01,-2.0999999999999943,-0.10000000000000053,-0.12,-0.27
2017-07-01,-1.5999999999999943,0.0,0.0,0.0
2017-08-01,3.3999999999999915,0.10000000000000053,0.0,0.0
2017-09-01,-1.7000000000000028,-0.10000000000000053,-0.10999999999999999,-0.040000000000000036
2017-10-01,5.6000000000000085,-0.09999999999999964,0.0,0.0
2017-11-01,-2.200000000000003,0.0,0.0,0.0
2017-12-01,-2.5999999999999943,-0.10000000000000053,-0.17000000000000004,-0.08999999999999986
2018-01-01,-0.20000000000000284,-0.09999999999999964,0.0,0.0
2018-02-01,4.0,0.09999999999999964,0.0,0.0
2018-03-01,1.7000000000000028,-0.09999999999999964,-0.030000000000000027,-0.1200000000000001
2018-04-01,-2.6000000000000085,0.0,0.0,0.0
2018-05-01,-0.7999999999999972,-0.20000000000000018,0.0,0.0
2018-06-01,0.20000000000000284,0.20000000000000018,-0.04999999999999999,-0.15000000000000013
2018-07-01,-0.29999999999999716,-0.20000000000000018,0.0,0.0
2018-08-01,-1.7000000000000028,0.0,0.0,0.0
2018-09-01,3.8999999999999915,-0.09999999999999964,0.0,0.0
2018-10-01,-1.5,0.09999999999999964,0.0,0.0
2018-11-01,-1.0999999999999943,0.0,0.02999999999999997,-0.040000000000000036
2018-12-01,0.7999999999999972,0.10000000000000009,0.0,0.0
2019-01-01,-7.099999999999994,0.10000000000000009,0.0,0.0
2019-02-01,2.5999999999999943,-0.20000000000000018,0.0,0.0
2019-03-01,4.6000000000000085,0.0,0.03,0.020000000000000018
2019-04-01,-1.2000000000000028,-0.09999999999999964,-0.04999999999999999,-0.26
2019-05-01,2.799999999999997,-0.10000000000000009,0.04999999999999999,0.03
2019-06-01,-1.7999999999999972,0.0,0.0,0.0
2019-07-01,0.20000000000000284,0.10000000000000009,0.0,0.0
2019-08-01,-8.600000000000009,-0.10000000000000009,-0.07999999999999999,0.009999999999999981
2019-09-01,3.4000000000000057,-0.10000000000000009,0.0,0.0
2019-10-01,2.299999999999997,0.10000000000000009,0.0,0.0
2019-11-01,1.2999999999999972,0.0,0.08000000000000002,0.38
2019-12-01,2.5,0.0,0.0,0.0
2020-01-01,0.5,0.0,0.0,0.0
2020-02-01,1.2000000000000028,-0.10000000000000009,0.0,0.0
2020-03-01,-11.900000000000006,0.9000000000000004,0.0,0.0
2020-04-01,-17.299999999999997,10.4,0.0,0.0
2020-05-01,0.5,-1.6000000000000014,0.04999999999999999,-0.010000000000000009
2020-06-01,5.799999999999997,-2.1999999999999993,0.08000000000000002,0.0
2020-07-01,-5.599999999999994,-0.8000000000000007,0.0,0.030000000000000027
2020-08-01,1.5999999999999943,-1.799999999999999,0.0,0.0
2020-09-01,6.300000000000011,-0.6000000000000005,0.0,0.0
2020-10-01,1.3999999999999915,-0.8999999999999995,-0.010000000000000009,0.029999999999999916
2020-11-01,-4.8999999999999915,-0.20000000000000018,0.0,0.0
2020-12-01,3.799999999999997,0.0,0.0,0.0
2021-01-01,-1.7000000000000028,-0.2999999999999998,0.0,0.0
2021-02-01,-2.200000000000003,-0.20000000000000018,0.0,0.0
2021-03-01,8.100000000000009,-0.10000000000000053,0.3400000000000001,0.3799999999999999
2021-04-01,3.3999999999999915,0.0,0.19999999999999996,0.27
2021-05-01,-5.3999999999999915,-0.2999999999999998,0.0,0.0
2021-06-01,2.5999999999999943,0.10000000000000053,0.0,0.0
2021-07-01,-4.299999999999997,-0.5,-0.22999999999999998,-0.17000000000000015
2021-08-01,-10.900000000000006,-0.3000000000000007,0.0,0.0
2021-09-01,2.5,-0.39999999999999947,0.0,0.0
2021-10-01,-1.0999999999999943,-0.20000000000000018,0.09999999999999987,0.17999999999999994
2021-11-01,-4.299999999999997,-0.2999999999999998,-0.1299999999999999,0.09000000000000008
2021-12-01,3.1999999999999886,-0.30000000000000027,-0.21000000000000008,-0.15999999999999992
2022-01-01,-3.3999999999999915,0.10000000000000009,0.0,0.0
2022-02-01,-4.400000000000006,-0.20000000000000018,0.0,0.0
2022-03-01,-3.3999999999999986,-0.09999999999999964,-0.22000000000000003,-0.2200000000000002
2022-04-01,5.800000000000004,0.0,-0.45999999999999996,0.4600000000000002
2022-05-01,-6.800000000000004,-0.10000000000000009,0.0,0.0
2022-06-01,-8.399999999999999,0.0,0.0,0.0
2022-07-01,1.5,-0.10000000000000009,-0.24000000000000002,-0.6400000000000001
2022-08-01,6.700000000000003,0.10000000000000009,-0.33999999999999997,-1.1099999999999999
2022-09-01,0.3999999999999986,-0.10000000000000009,0.04999999999999999,0.24999999999999997
2022-10-01,1.2999999999999972,0.10000000000000009,0.0,0.0
2022-11-01,-3.1999999999999957,0.0,0.0,0.0
2022-12-01,3.0999999999999943,-0.10000000000000009,-0.25,-0.64
2023-01-01,5.1000000000000085,0.0,0.0,0.0
2023-02-01,2.0,0.10000000000000009,0.0,0.0
2023-03-01,-4.900000000000006,-0.10000000000000009,-0.18000000000000005,0.38
2023-04-01,1.7000000000000028,-0.10000000000000009,0.0,0.0
2023-05-01,-4.700000000000003,0.20000000000000018,0.0,0.0
2023-06-01,5.200000000000003,0.0,-0.16999999999999993,-0.20999999999999996
2023-07-01,7.299999999999997,-0.10000000000000009,0.0,0.0
2023-08-01,-2.0999999999999943,0.20000000000000018,0.0,0.0
2023-09-01,-1.6000000000000085,0.09999999999999964,0.18000000000000005,0.1399999999999999
2023-10-01,-4.0,0.10000000000000009,0.0,0.0
2023-11-01,-2.5,-0.19999999999999973,0.0,0.0
2023-12-01,8.400000000000006,0.09999999999999964,-0.16000000000000003,-0.4099999999999999
2024-01-01,9.299999999999997,-0.09999999999999964,0.0,0.0
2024-02-01,-2.0999999999999943,0.19999999999999973,0.0,0.0
2024-03-01,2.5,0.0,-0.019999999999999962,0.32000000000000006
2024-04-01,-2.200000000000003,0.0,-0.040000000000000036,0.11999999999999988
2024-05-01,-8.100000000000009,0.10000000000000009,0.06,0.28000000000000014
2024-06-01,-0.8999999999999915,0.09999999999999964,0.0,0.0
2024-07-01,-1.7999999999999972,0.10000000000000053,0.0,0.0
2024-08-01,1.5,0.0,0.11999999999999997,-0.3899999999999999
2024-09-01,2.1999999999999886,-0.10000000000000053,0.0,0.0
2024-10-01,0.4000000000000057,0.0,0.0,0.0
2024-11-01,1.2999999999999972,0.10000000000000053,0.03,0.73
2024-12-01,2.200000000000003,-0.10000000000000053,0.0,0.0
2025-01-01,-2.299999999999997,-0.09999999999999964,0.0,0.0
2025-02-01,-7.0,0.09999999999999964,0.0,0.0
2025-03-01,-7.700000000000003,0.10000000000000053,0.0,0.0
