Date,value,Unemployment Rate,Inflation Rate,Number of Car Sales,Electricity Price CPI in US Cities
2011-06,69.0,9.1,0.030000000000000027,-0.39400000000000013,-0.6939999999999884
2011-07,-25.0,9.0,0.09999999999999987,0.8340000000000014,1.8599999999999852
2011-08,-33.0,9.0,0.20000000000000018,-0.11600000000000144,0.1980000000000075
2011-09,87.0,9.0,0.07999999999999985,0.7520000000000007,0.9729999999999848
2011-10,-30.0,8.8,0.14000000000000012,0.37400000000000055,-0.03999999999999204
2011-11,57.0,8.6,0.039999999999999813,0.0129999999999999,-0.2920000000000016
2011-12,-28.0,8.5,0.16000000000000014,0.054999999999999716,-0.38700000000000045
2012-01,42.0,8.3,0.06999999999999984,0.5969999999999995,-0.37999999999999545
2012-02,-1.0,8.3,-0.08999999999999986,0.5800000000000001,-0.5440000000000111
2012-03,-44.0,8.2,0.08999999999999986,-0.3810000000000002,-0.7749999999999773
2012-04,63.0,8.2,0.07000000000000028,0.1750000000000007,0.24699999999998568
2012-05,-9.0,8.2,0.029999999999999805,-0.2729999999999997,-0.01300000000000523
2012-06,52.0,8.2,0.08000000000000007,-0.028999999999999915,-0.14599999999998658
2012-07,-14.0,8.2,-0.010000000000000231,-0.08699999999999974,-1.3449999999999989
2012-08,4.0,8.1,-0.10999999999999988,0.06400000000000006,0.6189999999999998
2012-09,122.0,7.8,0.040000000000000036,0.6549999999999994,0.2109999999999843
2012-10,22.0,7.8,-0.009999999999999787,-0.26900000000000013,0.5020000000000095
2012-11,-33.0,7.7,-0.020000000000000018,0.6259999999999994,0.6839999999999975
2012-12,93.0,7.9,-0.0900000000000003,0.006000000000000227,0.049000000000006594
2013-01,-64.0,8.0,-0.029999999999999805,0.35100000000000087,1.0269999999999868
2013-02,27.0,7.7,0.08999999999999986,0.04800000000000004,0.2920000000000016
2013-03,119.0,7.5,-0.06000000000000005,-0.14000000000000057,-0.35200000000000387
2013-04,-183.0,7.6,-0.15999999999999992,0.08999999999999986,0.5420000000000016
2013-05,61.0,7.5,0.0,0.0730000000000004,1.3329999999999984
2013-06,-78.0,7.5,-0.040000000000000036,0.26500000000000057,0.2980000000000018
2013-07,60.0,7.3,-0.019999999999999796,-0.1280000000000001,0.8710000000000093
2013-08,-5.0,7.2,0.029999999999999805,-0.19400000000000084,-0.11299999999999955
2013-09,-18.0,7.2,-0.020000000000000018,0.02999999999999936,1.36099999999999
2013-10,16.0,7.2,-0.009999999999999787,-0.129999999999999,0.02200000000001978
2013-11,202.0,6.9,0.019999999999999796,0.3520000000000003,0.4689999999999941
2013-12,-92.0,6.7,-0.029999999999999805,-0.24399999999999977,0.6570000000000107
2014-01,-119.0,6.6,-0.030000000000000027,-0.22100000000000009,2.548999999999978
2014-02,27.0,6.7,-0.040000000000000036,0.37899999999999956,-0.5619999999999834
2014-03,39.0,6.7,0.040000000000000036,0.9919999999999991,2.9969999999999857
2014-04,126.0,6.2,0.20999999999999996,-0.28999999999999915,-5.793000000000006
2014-05,-71.0,6.3,0.08999999999999986,0.44200000000000017,4.5020000000000095
2014-06,-108.0,6.1,0.020000000000000018,0.3789999999999978,1.5330000000000155
2014-07,200.0,6.2,-0.04999999999999982,-0.23899999999999721,0.7649999999999864
2014-08,-137.0,6.1,-0.15000000000000013,-0.038000000000000256,0.04400000000001114
2014-09,61.0,5.9,-0.001635000000000053,-0.28000000000000114,-0.929000000000002
2014-10,-8.0,5.7,0.0516350000000001,-0.2029999999999994,0.3529999999999802
2014-11,19.0,5.8,-0.020000000000000018,0.1930000000000014,-0.5829999999999984
2014-12,61.0,5.6,-0.010000000000000009,0.2289999999999992,1.5529999999999973
2015-01,-24.0,5.7,0.010000000000000009,-0.2680000000000007,0.7980000000000018
2015-02,-168.0,5.5,0.0,-0.019000000000001904,0.8190000000000168
2015-03,29.0,5.4,0.020000000000000018,1.0050000000000026,-1.5970000000000084
2015-04,209.0,5.4,0.06999999999999984,-0.2029999999999994,0.1670000000000016
2015-05,-99.0,5.6,-0.020000000000000018,0.2359999999999971,-1.8979999999999961
2015-06,138.0,5.3,0.06000000000000005,-0.03999999999999915,0.9629999999999939
2015-07,32.0,5.2,0.03000000000000025,0.42900000000000205,-0.6490000000000009
2015-08,-80.0,5.1,0.040000000000000036,0.07299999999999685,-0.1419999999999959
2015-09,80.0,5.0,0.10999999999999988,-0.10999999999999943,-0.1699999999999875
2015-10,-146.0,5.0,0.06000000000000005,-0.010999999999999233,-0.4340000000000259
2015-11,113.0,5.1,0.06999999999999984,0.04400000000000048,-0.11299999999999955
2015-12,-24.0,5.0,0.03000000000000025,-0.8109999999999999,-0.6329999999999814
2016-01,-50.0,4.8,0.040000000000000036,0.5509999999999984,-1.1810000000000116
2016-02,79.0,4.9,0.06999999999999984,0.04200000000000159,-0.7939999999999827
2016-03,-89.0,5.0,-0.03000000000000025,-0.8049999999999997,0.4129999999999825
2016-04,83.0,5.1,-0.020000000000000018,0.3780000000000001,-0.0519999999999925
2016-05,-8.0,4.8,0.06000000000000005,0.0259999999999998,0.39799999999999613
2016-06,25.0,4.9,-0.009999999999999787,0.03999999999999915,0.20199999999999818
2016-07,22.0,4.8,0.009999999999999787,0.37400000000000233,0.7599999999999909
2016-08,-69.0,4.9,0.15000000000000036,-0.18200000000000216,0.5310000000000059
2016-09,-95.0,5.0,-0.08000000000000007,0.028999999999999915,1.4800000000000182
2016-10,276.0,4.9,-0.13000000000000034,-0.0019999999999988916,-0.507000000000005
2016-11,-233.0,4.7,0.03000000000000025,-0.16199999999999903,-0.3830000000000098
2016-12,136.0,4.7,0.08000000000000007,0.48499999999999943,0.11699999999999022
2017-01,20.0,4.7,0.04142000000000001,-0.625,0.04200000000000159
2017-02,42.0,4.6,0.00857999999999981,0.0470000000000006,0.7540000000000191
2017-03,-73.0,4.4,-0.20999999999999996,-0.6380000000000017,-0.2820000000000107
2017-04,-43.0,4.4,-0.20999999999999996,0.10500000000000043,1.6030000000000086
2017-05,-80.0,4.4,-0.10999999999999988,-0.08500000000000085,0.9720000000000084
2017-06,123.0,4.3,-0.010000000000000231,0.04899999999999949,0.8559999999999945
2017-07,-60.0,4.3,0.020000000000000018,0.10699999999999932,0.757000000000005
2017-08,25.0,4.4,-0.04999999999999982,-0.18599999999999994,-0.020000000000010232
2017-09,-53.0,4.3,0.009999999999999787,1.2620000000000005,0.14799999999999613
2017-10,163.0,4.2,0.0900000000000003,0.16900000000000048,-0.8619999999999948
2017-11,7.0,4.2,-0.0900000000000003,-0.4789999999999992,0.5689999999999884
2017-12,-105.0,4.1,0.010000000000000231,-0.11599999999999966,0.382000000000005
2018-01,134.0,4.0,0.040000000000000036,-0.7110000000000021,-0.08699999999998909
2018-02,-90.0,4.1,-0.06000000000000005,0.2710000000000008,0.132000000000005
2018-03,83.0,4.0,0.2599999999999998,0.21499999999999986,-0.06200000000001182
2018-04,-32.0,4.0,0.1200000000000001,-0.0779999999999994,-0.63900000000001
2018-05,63.0,3.8,0.020000000000000018,0.245000000000001,0.7390000000000043
2018-06,-177.0,4.0,0.04497361200000016,-0.08600000000000207,-0.5889999999999986
2018-07,-5.0,3.8,-0.009943962000000361,-0.11399999999999721,-0.8170000000000073
2018-08,114.0,3.8,-0.08739304599999986,-0.06500000000000128,0.6260000000000048
2018-09,-81.0,3.7,0.03829646100000028,0.21199999999999974,-1.1539999999999964
2018-10,27.0,3.8,-0.05058836900000019,0.21499999999999986,1.9080000000000155
2018-11,28.0,3.8,0.03646779099999975,0.07000000000000028,0.24499999999997613
2018-12,-178.0,3.9,-0.020974635999999602,0.01600000000000179,1.9080000000000155
2019-01,152.0,4.0,-0.07789347400000013,-1.1070000000000029,-2.122000000000014
2019-02,-68.0,3.8,-0.006654522999999912,-0.007999999999999119,-0.4410000000000025
2019-03,-23.0,3.8,0.020335435999999874,0.879999999999999,0.5649999999999977
2019-04,96.0,3.7,0.015336036999999969,-0.8739999999999988,-0.13399999999998613
2019-05,34.0,3.6,-0.009310483999999786,0.9989999999999988,-0.22700000000000387
2019-06,-16.0,3.6,0.0366101259999998,-0.18599999999999994,-0.22100000000000364
2019-07,-62.0,3.7,0.05624723499999984,-0.0990000000000002,0.8410000000000082
2019-08,173.0,3.6,0.1635620590000002,0.20000000000000284,-0.3959999999999866
2019-09,-108.0,3.5,-0.028100491000000005,-0.1620000000000026,0.5359999999999729
2019-10,58.0,3.6,0.12299084700000007,-0.6709999999999994,-0.03899999999998727
2019-11,51.0,3.6,0.02300095599999974,0.5,0.2079999999999984
2019-12,243.0,3.6,-0.02559852600000001,-0.05799999999999983,-0.3810000000000002
2020-01,-41.0,3.6,0.04086518200000011,-0.597999999999999,-0.03999999999999204
2020-02,32.0,3.5,0.009052515000000039,0.19500000000000028,0.3149999999999977
2020-03,-383.0,4.4,-0.17570280999999977,-5.252000000000001,-0.39400000000000546
2020-04,-325.0,14.8,-0.40559816300000007,-2.8919999999999995,0.16900000000001114
2020-05,83.0,13.2,-0.14100051000000002,3.5639999999999983,-0.6040000000000134
2020-06,212.0,11.0,-0.009722573000000345,0.9620000000000015,0.6529999999999916
2020-07,310.0,10.2,0.3053365770000003,1.754999999999999,0.38800000000000523
2020-08,-80.0,8.4,-0.05931772100000021,0.7070000000000007,-0.38700000000000045
2020-09,-1.0,7.8,-0.21907554699999965,0.8070000000000004,1.710000000000008
2020-10,115.0,6.9,-0.23535577900000026,-0.12600000000000122,0.9159999999999968
2020-11,17.0,6.7,-0.05703583599999984,-0.26099999999999923,1.1659999999999968
2020-12,122.0,6.7,-0.09058706300000008,0.620000000000001,0.4749999999999943
2021-01,-89.0,6.4,-0.20998122100000005,-0.27500000000000213,-1.6850000000000023
2021-02,-159.0,6.2,0.008259900000000098,-0.5730000000000004,2.3130000000000166
2021-03,318.0,6.1,0.17141209599999985,2.372,-0.2510000000000048
2021-04,-170.0,6.1,0.5996373070000003,0.2010000000000005,2.7450000000000045
2021-05,3.0,5.8,0.34342096999999994,-1.230999999999998,1.0720000000000027
2021-06,71.0,5.9,-0.011072396999999956,-1.5630000000000006,0.07200000000000273
2021-07,-109.0,5.4,-0.25296187400000036,-0.6959999999999997,0.9139999999999873
2021-08,81.0,5.1,0.018768549000000245,-1.4420000000000002,2.180000000000007
2021-09,-60.0,4.7,0.2916572089999998,-1.043000000000001,1.4729999999999848
2021-10,-35.0,4.5,0.39101457600000034,0.45899999999999963,3.63900000000001
2021-11,159.0,4.2,0.17219185899999978,0.3030000000000008,1.1100000000000136
2021-12,23.0,3.9,0.27236533100000004,-0.3179999999999996,0.2639999999999816
2022-01,-64.0,4.0,0.48505401599999987,1.6999999999999993,6.88300000000001
2022-02,131.0,3.8,0.3148701190000005,-0.6980000000000004,-0.7959999999999923
2022-03,24.0,3.7,0.2539567949999997,0.08500000000000085,4.2479999999999905
2022-04,-69.0,3.7,0.17172336600000015,0.42799999999999905,3.1260000000000048
2022-05,-175.0,3.6,0.25203752499999954,-1.3949999999999996,3.6469999999999914
2022-06,10.0,3.6,0.45038795500000006,0.3830000000000009,4.015999999999991
2022-07,-113.0,3.5,0.20350170100000042,0.1980000000000004,4.6769999999999925
2022-08,129.0,3.6,0.36107921599999937,0.19699999999999918,3.674000000000035
2022-09,-136.0,3.5,0.40319109,0.07199999999999918,0.8799999999999955
2022-10,-14.0,3.6,-0.02590894699999957,0.9550000000000001,0.8480000000000132
2022-11,2.0,3.6,0.1079378929999999,-0.35799999999999876,0.436999999999955
2022-12,-45.0,3.5,0.13092890999999973,-0.798,1.5600000000000023
2023-01,-73.0,3.5,-0.05220079099999975,1.7299999999999986,1.4519999999999982
2023-02,141.0,3.6,0.0392575260000001,-0.23099999999999987,1.7069999999999936
2023-03,-30.0,3.5,-0.14204168300000042,0.23399999999999999,-1.9019999999999868
2023-04,-19.0,3.4,-0.12895965599999926,0.7780000000000022,-0.49500000000000455
2023-05,230.0,3.6,-0.32214307800000075,-0.4980000000000011,-2.005999999999972
2023-06,-197.0,3.6,-0.3740768429999992,0.4800000000000004,2.9680000000000177
2023-07,18.0,3.5,-0.17043972000000007,-0.12600000000000122,-0.9650000000000318
2023-08,-169.0,3.7,-0.23874616600000031,-0.3929999999999989,1.3419999999999845
2023-09,75.0,3.8,-0.20856046699999986,0.2840000000000007,2.0960000000000036
2023-10,14.0,3.9,-0.07682657299999995,-0.3880000000000017,0.09500000000002728
2023-11,188.0,3.7,-0.2013263700000003,0.13400000000000034,3.144999999999982
2023-12,-100.0,3.8,-0.14644336699999982,0.4460000000000015,1.336999999999989
2024-01,-129.0,3.7,0.01973628999999999,-0.849000000000002,2.3840000000000146
2024-02,190.0,3.9,-0.20081996900000032,0.641,1.2169999999999845
2024-03,-200.0,3.9,0.1061100960000001,-0.04100000000000037,1.7280000000000086
2024-04,39.0,3.9,-0.09681797000000003,0.3930000000000007,0.11700000000001864
2024-05,-83.0,4.0,-0.11037111299999935,-0.21999999999999886,0.14400000000000546
2024-06,76.0,4.1,-0.07514762900000083,-0.8760000000000012,-0.8260000000000218
2024-07,-115.0,4.2,-0.06192493399999943,0.9140000000000015,0.4390000000000214
2024-08,118.0,4.2,-0.06124496500000021,-0.7090000000000014,-1.1519999999999868
2024-09,-2.0,4.1,-0.09283256500000014,0.6369999999999987,1.5039999999999623
2024-10,-43.0,4.1,-0.045422315999999796,0.30600000000000094,2.2030000000000314
2024-11,-22.0,4.2,-0.09090542800000012,0.5689999999999991,-0.6360000000000241
2024-12,210.0,4.1,-0.12454175899999997,0.17300000000000182,0.5520000000000209
2025-01,-133.0,4.0,-0.124727488,-1.2970000000000006,-0.10900000000003729
2025-02,135.0,4.1,-0.10876107200000007,0.37099999999999866,2.872000000000014
2025-03,-177.0,4.2,-0.25870013199999997,1.8840000000000003,2.665999999999997
