,Skew,VVIX,VIX,MOVE,Oil Vol,EqVol
2018-01,126.81952380952382,99.54904761904763,11.062380952380952,49.172,22.73,0.36036
2018-02,132.4642105263158,134.04473684210527,22.464736842105264,57.8349,22.24,0.49085
2018-03,133.8504761904762,110.57,19.023809523809526,63.6636,26.98,0.0
2018-04,126.47571428571428,96.80571428571429,18.267619047619046,58.6648,27.53,0.52005
2018-05,132.93666666666667,93.59272727272727,14.124545454545455,51.7834,28.07,0.38271
2018-06,137.6495238095238,99.94666666666667,13.678095238095239,56.9385,28.65,0.79303
2018-07,144.06761904761905,99.22428571428571,13.147619047619049,50.2512,28.65,0.5877
2018-08,145.2386956521739,95.24782608695651,12.54695652173913,48.3833,26.45,0.338
2018-09,144.8684210526316,93.3542105263158,12.910526315789474,49.5692,26.7,0.46224
2018-10,128.35478260869564,109.31130434782608,19.35217391304348,44.2847,27.95,1.06977
2018-11,118.58476190476192,100.49,19.38904761904762,58.5415,31.54,1.52087
2018-12,118.8863157894737,97.11210526315789,24.953157894736844,50.3104,49.61,1.9621
2019-01,122.3257142857143,84.30142857142857,19.57238095238095,62.8045,54.72,1.33096
2019-02,126.06052631578947,80.18631578947368,15.234736842105262,48.7887,33.4,0.1254
2019-03,124.30428571428571,86.32000000000001,14.485238095238095,47.9044,30.31,0.88387
2019-04,126.10380952380952,84.73809523809524,12.949047619047619,52.6899,26.23,1.088
2019-05,117.8509090909091,96.3468181818182,16.721818181818183,46.7453,29.41,0.75587
2019-06,115.38499999999999,85.5025,15.836000000000002,73.5574,46.78,1.10714
2019-07,123.24363636363637,84.86545454545454,13.305909090909092,66.5296,35.92,1.36189
2019-08,114.82227272727273,105.41136363636365,18.97909090909091,64.6756,36.43,3.95173
2019-09,118.11200000000001,98.74350000000001,15.559000000000001,85.2653,35.73,0.58535
2019-10,123.07000000000001,93.26478260869565,15.466521739130435,85.6073,38.88,1.38185
2019-11,126.47526315789474,91.5795,12.5235,57.28,34.37,1.50018
2019-12,137.05238095238096,98.99714285714286,13.756666666666666,59.42,34.97,2.04638
2020-01,131.2957142857143,93.70904761904762,13.94095238095238,58.28,28.75,0.52741
2020-02,132.91333333333333,103.23736842105264,19.628947368421052,72.81,41.81,0.66969
2020-03,120.62181818181817,157.01636363636365,57.73681818181819,104.89,48.33,1.63731
2020-04,123.6047619047619,131.94095238095238,41.453809523809525,83.13,158.98,0.35154
2020-05,128.14249999999998,121.2595,30.897000000000002,48.11,110.18,0.20901
2020-06,133.11818181818182,125.9,31.119545454545456,55.07,64.38,0.18618
2020-07,139.92772727272725,114.9531818181818,26.840454545454545,53.28,53.43,0.15555
2020-08,141.15047619047618,111.40857142857142,22.88952380952381,43.1345,41.56,0.16303
2020-09,132.1247619047619,110.71952380952382,27.64761904761905,44.3,31.74,0.30779
2020-10,123.7790909090909,118.64681818181818,29.438636363636363,38.65,49.35,0.3439
2020-11,131.382,116.30799999999999,24.9955,63.56,66.73,0.45887
2020-12,140.725,113.3468181818182,22.37409090909091,41.53,47.81,0.50881
2021-01,141.87473684210525,121.25368421052633,24.91,49.59,42.12,0.0
2021-02,139.0921052631579,116.75736842105262,23.140526315789476,46.28,39.16,0.0
2021-03,141.28478260869565,111.70347826086956,21.84304347826087,68.73,42.56,0.0
2021-04,138.47714285714287,105.52523809523811,17.416190476190476,64.99,40.15,0.16128
2021-05,143.5915,117.275,19.7605,57.33,40.15,0.46012
2021-06,156.3740909090909,114.22227272727272,16.956818181818182,54.99,33.43,0.0
2021-07,154.21571428571428,118.01761904761904,17.603333333333335,57.52,32.47,0.12134
2021-08,153.88954545454547,116.16,17.472727272727273,64.29,36.23,0.51687
2021-09,148.8181818181818,115.28818181818183,19.824761904761903,58.09,36.13,0.0
2021-10,138.78380952380954,107.31904761904761,17.871428571428574,57.38,37.38,0.0
2021-11,146.63636363636363,115.03727272727274,18.50047619047619,78.34,36.74,0.0
2021-12,147.39608695652174,125.69130434782609,21.354545454545455,82.97,78.18,0.0
2022-01,136.5347619047619,126.72238095238096,23.181,84.08,37.57,0.0
2022-02,129.999,127.3,25.748421052631578,85.22,41.31,0.0
2022-03,135.7486956521739,118.06304347826087,26.968695652173913,118.26,61.43,0.53604
2022-04,137.6095238095238,115.09476190476191,24.3735,108.34,54.36,0.0
2022-05,123.28727272727274,109.67954545454545,29.313636363636363,135.17,54.15,0.0
2022-06,120.98272727272727,98.01545454545455,28.23318181818182,109.38,49.14,0.66283
2022-07,119.95095238095237,86.28095238095239,24.995238095238093,144.17,49.4,0.79661
2022-08,123.82826086956523,88.46260869565216,22.169565217391302,120.5,49.97,0.21756
2022-09,119.65,94.60090909090908,27.34181818181818,126.58,53.9,0.36655
2022-10,117.74285714285713,93.4604761904762,30.005714285714287,152.94,56.24,0.2898
2022-11,115.27142857142856,82.50952380952381,23.29909090909091,148.42,47.04,0.54907
2022-12,117.47190476190475,84.11761904761904,21.784285714285716,119.77,45.61,0.0
2023-01,118.33699999999999,80.3535,20.16904761904762,129.97,44.14,1.05738
2023-02,122.11105263157896,88.08,20.1205,97.33,37.99,0.0
2023-03,125.75,95.89434782608696,21.644347826086957,121.08,36.63,0.1677
2023-04,131.2278947368421,88.43473684210527,17.817894736842106,138.17,39.49,0.15942
2023-05,137.90681818181818,95.51181818181817,17.63608695652174,128.18,35.94,0.16999
2023-06,145.58619047619047,89.44904761904762,14.003181818181817,124.63,40.5,0.19217
2023-07,144.7185,92.231,13.932380952380951,110.77,33.88,0.34819
2023-08,138.18217391304347,93.0595652173913,15.85391304347826,116.38,28.35,0.0
2023-09,137.65631578947367,88.6995,15.173333333333332,102.92,27.48,0.3764
2023-10,133.9518181818182,99.16818181818181,18.887727272727272,127.59,32.0,0.0
2023-11,140.66,84.39761904761905,14.01909090909091,120.55,40.52,0.0
2023-12,139.606,86.28999999999999,12.7185,111.51,35.7,0.0
2024-01,143.72619047619048,83.31238095238095,13.388636363636364,127.02,39.05,0.53117
2024-02,151.2965,82.1805,13.980476190476189,113.92,35.38,0.0
2024-03,146.7455,82.1,13.7875,106.48,31.08,0.0
2024-04,137.78772727272727,88.99454545454546,16.137727272727275,94.2,27.65,0.0
2024-05,142.49409090909091,78.19,13.058695652173913,100.64,28.7,0.0
2024-06,145.9457894736842,80.30421052631579,12.667,93.92,30.84,0.0
2024-07,144.05272727272725,88.12863636363636,14.373913043478263,106.23,27.29,0.0
2024-08,146.6381818181818,115.19909090909091,19.312272727272727,101.82,33.42,0.31524
2024-09,156.14600000000002,104.5875,17.663333333333334,114.2,35.36,0.0
2024-10,154.81173913043477,111.5495652173913,19.960869565217394,104.14,42.87,0.0
2024-11,152.09105263157895,96.5565,16.015238095238097,132.58,44.14,0.19479
2024-12,168.84047619047618,99.43380952380953,15.866190476190477,97.81,34.71,0.0
2025-01,163.6395,102.752,16.763636363636365,96.67,29.54,0.18497
2025-02,164.1315789473684,101.86210526315789,16.968,94.15,35.3,0.0
2025-03,140.2057142857143,104.0904761904762,21.841428571428573,105.65,38.52,1.05229
