,Instrument,Price High,Price Low,Price Open,Price Close,Volume
234,NVDA.O,5.1955,5.00925,5.04675,5.1915,474146119
235,NVDA.O,5.298,5.20675,5.2755,5.2355,273618359
236,NVDA.O,5.27325,5.1877075,5.2575,5.2185,185137759
237,NVDA.O,5.33725,5.278,5.288,5.30425,232418279
238,NVDA.O,5.35925,5.2725,5.28125,5.30425,215132799
239,NVDA.O,5.4015,5.2815,5.3345,5.3495,256689119
240,NVDA.O,5.439,5.3575,5.36,5.4335,234009879
241,NVDA.O,5.62,5.3955,5.4045,5.60175,406083359
242,NVDA.O,5.7245,5.5455,5.60475,5.59975,454967319
243,NVDA.O,5.701605,5.61925,5.6475,5.62875,321307359
244,NVDA.O,5.73,5.638,5.6475,5.70725,323263919
245,NVDA.O,5.7985,5.73375,5.74225,5.73775,344278759
246,NVDA.O,5.9,5.7675,5.7725,5.8865,453106959
247,NVDA.O,6.00975,5.933875,5.95325,5.98425,603384279
248,NVDA.O,6.04525,5.95975,6.013,5.9705,355392599
249,NVDA.O,5.98275,5.9205,5.955,5.9655,138863879
250,NVDA.O,6.008,5.95,5.969,5.97975,183218039
251,NVDA.O,6.0085,5.89525,5.995,5.92175,254810039
252,NVDA.O,5.905,5.7765,5.89975,5.808,258247119
253,NVDA.O,5.891875,5.75325,5.7725,5.8825,231211319
254,NVDA.O,5.99775,5.918,5.96875,5.99775,237678759
255,NVDA.O,5.94575,5.8525,5.8775,5.90175,205772319
256,NVDA.O,5.93175,5.78175,5.808,5.9265,262912479
257,NVDA.O,6.04425,5.90975,5.955,5.99825,319205759
258,NVDA.O,6.051,5.953725,5.994,6.0095,277240679
259,NVDA.O,6.1482425,6.021375,6.09625,6.0755,255442119
260,NVDA.O,6.21375,6.09375,6.18325,6.108,316462399
261,NVDA.O,6.32471,6.16875,6.1915,6.2995,320338039
262,NVDA.O,6.282,6.16875,6.2565,6.182,359579319
263,NVDA.O,6.2172275,6.11325,6.19475,6.13925,263105439
264,NVDA.O,6.22925,6.169375,6.193,6.22325,284191639
265,NVDA.O,6.25,6.18425,6.2425,6.232,253790559
266,NVDA.O,6.23225,6.1642575,6.195125,6.1985,217916999
267,NVDA.O,6.33975,6.225,6.244,6.25125,239238679
268,NVDA.O,6.33,6.20375,6.293,6.3215,244514439
269,NVDA.O,6.4875,6.2075,6.4375,6.262,373513559
270,NVDA.O,6.05625,5.80575,5.956,6.005,470534159
271,NVDA.O,6.23175,6.0178575,6.07125,6.19925,310976039
272,NVDA.O,6.221,6.0985,6.18475,6.1385,259451159
273,NVDA.O,6.15875,5.985,6.04025,6.14525,290503599
274,NVDA.O,6.11125,5.86875,6.09925,5.91075,370419719
275,NVDA.O,6.0277775,5.88625,5.8925,6.00825,255928199
276,NVDA.O,6.1975,6.1005,6.15075,6.17825,271543559
277,NVDA.O,6.31,6.18525,6.29975,6.269,208220079
278,NVDA.O,6.35625,6.222,6.3035,6.356125,218282039
279,NVDA.O,6.33825,6.2643,6.316,6.28975,189752119
280,NVDA.O,6.575,6.3075,6.3125,6.57425,529607759
281,NVDA.O,6.8125,6.62075,6.683,6.69725,638556879
282,NVDA.O,6.82,6.711185,6.75025,6.8135,374644719
283,NVDA.O,6.837,6.72775,6.75525,6.7695,528015359
284,NVDA.O,7.37425,7.15,7.1815,7.24475,1041923719
285,NVDA.O,7.43275,7.1215,7.1410875,7.41425,621880999
286,NVDA.O,7.88525,7.53714,7.53725,7.8675,694331239
287,NVDA.O,7.908,7.40875,7.819125,7.7175,810050359
288,NVDA.O,7.63,7.2665,7.60475,7.35175,769293239
289,NVDA.O,7.0468075,6.7,6.75475,6.832,856914919
290,NVDA.O,6.96975,6.449,6.9075875,6.55125,1055497679
291,NVDA.O,6.88625,6.55,6.5515,6.69125,749661439
292,NVDA.O,6.675,6.22225,6.3725,6.315,906414919
293,NVDA.O,6.8115,6.04475,6.061375,6.75175,1134675279
294,NVDA.O,6.93975,6.525,6.9225,6.91075,890745559
295,NVDA.O,7.02675,6.5615025,6.9666625,6.64725,652793119
296,NVDA.O,7.12225,6.68,6.755,7.11275,597407359
297,NVDA.O,7.08,6.7875,6.9125,6.83225,540327479
298,NVDA.O,6.70975,6.45,6.652,6.651,515412279
299,NVDA.O,6.485,5.9545,5.9975,6.136,614158399
300,NVDA.O,6.527,6.14975,6.4135,6.527,580648719
301,NVDA.O,6.415,6.06425,6.386375,6.16175,502067719
302,NVDA.O,5.902975,5.395,5.6365,5.40775,816541399
303,NVDA.O,6.0255,5.49025,5.7625,6.021,634837719
304,NVDA.O,5.6525,4.85,5.31025,4.91,726972119
305,NVDA.O,5.5215,4.775,5.02275,5.43175,833631959
306,NVDA.O,5.2485,4.5170175,5.002375,5.0705,874266279
307,NVDA.O,5.41825,4.83475,5.049,5.32425,765513879
308,NVDA.O,5.758,5.12825,5.475,5.14375,804634159
309,NVDA.O,5.412,4.963,5.14275,5.31725,643874639
310,NVDA.O,6.3165,5.70125,5.725,6.2295,1101643799
311,NVDA.O,6.5455,6.0915,6.345,6.1405,793430679
312,NVDA.O,6.5555,6.25,6.3485,6.431,697587679
313,NVDA.O,6.5779425,6.217,6.25,6.31825,638829759
314,NVDA.O,6.649,6.33975,6.384,6.63975,602250119
315,NVDA.O,6.8849975,6.44375,6.68,6.59,949960559
316,NVDA.O,6.53825,6.032,6.39125,6.07675,656913119
317,NVDA.O,6.4,6.05775,6.106,6.38675,675764519
318,NVDA.O,6.39075,5.95975,6.349,6.09775,663213839
319,NVDA.O,6.747,6.32325,6.381,6.71,727882479
320,NVDA.O,6.95625,6.4325,6.9325,6.47575,784521879
321,NVDA.O,6.69875,6.515,6.58525,6.67375,542444519
322,NVDA.O,6.823,6.5105,6.8,6.57375,526247799
323,NVDA.O,6.755,6.425,6.51375,6.74625,398407279
324,NVDA.O,7.133,6.8472325,6.875,7.09875,530946679
325,NVDA.O,7.1041775,6.8845,6.93,7.021,366148839
326,NVDA.O,7.475,7.16375,7.177,7.3675,745620399
327,NVDA.O,7.4715,7.1735,7.45,7.308,539121959
328,NVDA.O,7.3375,7.13175,7.181,7.17625,449388199
329,NVDA.O,7.11925,6.67775,7.05775,6.73775,735159839
330,NVDA.O,7.19675,6.885,6.93075,7.15375,484729119
331,NVDA.O,7.3284375,7.075,7.196,7.10025,424159519
332,NVDA.O,7.24175,7.015,7.09,7.23975,352645479
333,NVDA.O,7.5875,7.35,7.37475,7.427,479387959
334,NVDA.O,7.605,7.2785,7.575,7.284,442904119
335,NVDA.O,7.5145,7.34375,7.41925,7.4615,379161879
336,NVDA.O,7.4615,7.293,7.407315,7.307,375917719
337,NVDA.O,7.2225,7.02108,7.10875,7.0695,342097799
338,NVDA.O,7.296,7.022,7.022,7.282125,317555199
339,NVDA.O,7.50675,7.28225,7.38675,7.3435,368895639
340,NVDA.O,7.55,7.38525,7.42325,7.44475,323465559
341,NVDA.O,7.68525,7.533075,7.5845,7.62175,373730519
342,NVDA.O,7.81875,7.65975,7.69375,7.8125,339907119
343,NVDA.O,8.1125,7.77875,7.8075,8.0655,469060159
344,NVDA.O,8.1725,7.79275,8.1235,7.8025,493059279
345,NVDA.O,8.0785,7.59475,7.9175,7.78,625850079
346,NVDA.O,8.036,7.6875,7.841625,8.0305,602312359
347,NVDA.O,8.5005,7.874,7.88975,8.49075,987661719
348,NVDA.O,8.9165,8.6805025,8.7605,8.75025,776403439
349,NVDA.O,9.0875,8.76275,8.79025,8.8055,717321959
350,NVDA.O,9.043,8.88875,8.991,8.97,587536199
351,NVDA.O,9.052405,8.7375,9.0515,8.77525,761069639
352,NVDA.O,9.093,8.71325,8.82525,9.02625,1038764999
353,NVDA.O,9.18175,8.672,9.15675,8.71775,770779039
354,NVDA.O,8.63275,7.99675,8.625,8.52525,1175892239
355,NVDA.O,8.7605,8.37925,8.41225,8.487,736128159
356,NVDA.O,8.8755,8.485,8.5545,8.8755,745919759
357,NVDA.O,8.84075,8.6895,8.83325,8.80625,390510999
358,NVDA.O,8.83725,8.658,8.79625,8.82525,391320559
359,NVDA.O,8.86625,8.7,8.82225,8.7695,365438879
360,NVDA.O,8.94325,8.6775,8.728,8.7665,424278399
361,NVDA.O,8.997,8.70798,8.7945,8.92,481746039
362,NVDA.O,8.889625,8.68575,8.87725,8.805,387737239
363,NVDA.O,9.1097475,8.75125,8.8,9.046,468488839
364,NVDA.O,9.5,9.1535,9.16775,9.36675,632181479
365,NVDA.O,9.26125,8.786,9.15,8.79625,583650239
366,NVDA.O,9.18725,8.703345,9.1625,8.9325,570908159
367,NVDA.O,9.18225,8.74375,8.81525,9.17375,400002159
368,NVDA.O,9.26675,8.8387525,9.225,9.0685,535714999
369,NVDA.O,9.299,9.07025,9.11375,9.236,408305639
370,NVDA.O,9.2825,9.1145,9.227,9.218,254409519
371,NVDA.O,9.445,9.2273375,9.2425,9.26125,524160519
372,NVDA.O,9.53125,9.2733,9.3,9.52675,398466479
373,NVDA.O,9.6425,9.4075,9.551,9.45,375107399
374,NVDA.O,9.55638,9.144505,9.47625,9.2355,449370879
375,NVDA.O,9.505,9.18225,9.35575,9.49,376071999
376,NVDA.O,9.5,9.125,9.5,9.155,592085759
377,NVDA.O,9.2045,8.9,9.16975,9.2,342248119
378,NVDA.O,9.52625,9.2665025,9.3139925,9.49775,367891999
379,NVDA.O,9.5756725,9.413,9.52075,9.53,326646799
380,NVDA.O,9.7375,9.57825,9.639,9.61225,364054079
381,NVDA.O,9.90875,9.7125,9.74175,9.83925,315893719
382,NVDA.O,10.07,9.85075,9.94625,9.87175,357799719
383,NVDA.O,10.225,9.9655,9.99375,10.216,365480519
384,NVDA.O,10.57,10.2335,10.38025,10.509,494547199
385,NVDA.O,10.65525,10.37875,10.58875,10.47925,497674759
386,NVDA.O,10.7922475,10.025,10.595,10.05225,457074959
387,NVDA.O,10.40275,9.7855,10.075,10.377,542674199
388,NVDA.O,10.433,10.05575,10.41425,10.22725,403984919
389,NVDA.O,10.2067475,9.8955,10.015,10.13475,344964719
390,NVDA.O,10.2485,10.0877525,10.2255,10.2015,266284639
391,NVDA.O,10.53125,10.15675,10.27425,10.51075,284850839
392,NVDA.O,10.5599275,10.28675,10.513,10.3285,277666839
393,NVDA.O,10.6025,10.2915575,10.3675,10.43875,367290839
394,NVDA.O,10.547,10.03125,10.45,10.12975,411661279
395,NVDA.O,10.36475,9.777,9.875,10.1945,473291999
396,NVDA.O,10.44175,10.21775,10.23225,10.4215,292130199
397,NVDA.O,10.382,10.20925,10.37425,10.2155,271636039
398,NVDA.O,10.51625,10.347,10.3908,10.4655,284507679
399,NVDA.O,10.623045,10.29525,10.375,10.614,308880159
400,NVDA.O,10.7665,10.433,10.56325,10.61475,386285999
401,NVDA.O,11.09875,10.71525,10.7325,11.01025,413018239
402,NVDA.O,11.22775,10.9060025,11.05,11.22775,310335599
403,NVDA.O,11.37168,11.16625,11.244,11.28675,250499719
404,NVDA.O,11.358,11.17875,11.34975,11.3355,244315679
405,NVDA.O,11.50475,11.0375,11.3125,11.1995,342515959
406,NVDA.O,11.40825,10.8565,11.33425,11.165,427795919
407,NVDA.O,11.13675,10.79575,11.07375,10.85,354510519
408,NVDA.O,11.467,10.95825,10.99075,11.44025,464942919
409,NVDA.O,11.72175,11.35575,11.546,11.443,374459559
410,NVDA.O,11.70475,11.4405,11.53,11.564,366436159
411,NVDA.O,12.40975,11.81719,11.85125,12.337,621300919
412,NVDA.O,12.496,12.08625,12.45,12.26075,503446199
413,NVDA.O,12.315,12.098,12.2965,12.1385,622622319
414,NVDA.O,12.375,11.87875,11.975,12.141,921386239
415,NVDA.O,12.8087,12.19516,12.20175,12.6835,999869519
416,NVDA.O,12.9125,12.5075,12.88375,12.72025,490564199
417,NVDA.O,12.76125,12.57375,12.63075,12.75,289076799
418,NVDA.O,12.86849,12.67775,12.799235,12.773,321242919
419,NVDA.O,12.85,12.5664325,12.7815,12.62825,317602919
420,NVDA.O,13.148,12.6425,12.6749125,13.14775,537158519
421,NVDA.O,13.575,13.03775,13.182785,13.3745,500841199
422,NVDA.O,13.99375,13.4365,13.48,13.821,512473959
423,NVDA.O,14.7267475,13.9,14.70375,14.3465,874012879
424,NVDA.O,13.8845,12.87875,13.828635,13.0155,945126039
425,NVDA.O,13.175,11.70475,12.78375,12.6225,1463682839
426,NVDA.O,12.55,11.70425,11.7345,11.913,795729479
427,NVDA.O,12.80925,12.23175,12.4,12.715,736198279
428,NVDA.O,13.06525,12.167,12.98925,12.31175,698684439
429,NVDA.O,12.6525,11.89575,12.4855,12.1645,636926879
430,NVDA.O,13.315,12.6311425,13.081,12.87225,1201744959
431,NVDA.O,13.29875,12.82775,13.28,12.991,727556559
432,NVDA.O,13.09275,12.51375,12.95725,12.5145,557599399
433,NVDA.O,12.58975,12.03475,12.132235,12.4635,792511759
434,NVDA.O,12.6325,11.98875,12.59375,12.18925,698461919
